"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"2481",73,"McNairy","TN",25285,45,15.6,24.1,59.6,14.5,1.8,92.6,6.3,0.2,0.2,1.1,1083.5,20.2,5.2,-1111.1,76.1,20.6,24.1,28.1,7.9,3199,4230,1272,55.4,23.7,5518,739,1341,1608,1263
"2482",74.6,"Macon","TN",21549,70,14.9,24.6,63.1,11,1.3,98.6,0.6,0.3,0.3,2.8,1037.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.8,2965,2364,705,23.2,13.9,5841,585,1217,1364,1107
"2483",75,"Madison","TN",94916,170,14,26.6,61.3,10.4,1.7,63.9,34.3,0.2,0.8,2.3,953.5,21.6,5,30.3,68.6,30.3,28.1,19.5,7.4,11841,10952,2708,144.3,57.9,13000,2598,2366,5869,5046
"2484",73.4,"Marion","TN",27757,56,13.7,23.3,63.1,12.3,1.2,94.8,4.1,0.3,0.3,0.8,1111.1,25.2,8.4,38.8,-1111.1,27.8,-1111.1,25.6,13.7,3140,3360,1068,43.2,14.4,6832,810,982,1786,1417
"2485",75.1,"Marshall","TN",28372,76,11.1,24.4,63.1,10.9,1.6,91.6,7.5,0.2,0.2,3.6,993.7,26,7.3,34.7,-1111.1,-1111.1,-1111.1,-1111.1,9,3020,3257,752,28.2,24.7,5087,807,917,1800,1466
"2486",75.1,"Maury","TN",76292,124,11.6,25.5,62.7,10.5,1.3,84.8,13.3,0.4,0.6,4.2,1025,21.5,4.9,30.7,68,25.8,23.8,26.7,8,8490,8868,1883,77.3,36.7,11278,2133,2347,4782,3947
"2487",75,"Meigs","TN",11657,60,15.9,23.9,63.2,11.8,1.1,97.4,1.8,0.3,0.2,0.7,1014.4,16.9,4.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,1537,1395,498,17.2,8.6,2943,351,602,744,590
"2488",74.3,"Monroe","TN",43185,68,14.9,24.3,61.8,12.3,1.6,95.7,2.1,0.3,0.7,2.6,963.4,26.4,7.6,34.5,73.3,-1111.1,28,32.5,9.1,5651,5248,1606,34.7,16.2,9772,1099,1738,2745,2241
"2489",75.7,"Montgomery","TN",147202,273,12.3,29.6,62.3,7.3,0.8,74.4,20,0.5,2.2,5.2,941.9,12.4,6.1,24.7,68.3,20,25.2,27.1,6.6,17192,10643,2376,56.4,42.1,14086,3233,3309,8729,7832
"2490",75.4,"Moore","TN",6024,47,9.7,22.2,62,13.8,2,96,3.4,0.1,0.2,0.7,791.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,596,491,78,16.6,0,997,140,166,394,313
"2491",74.2,"Morgan","TN",20157,39,16.5,22,65,11.6,1.4,96.8,2.5,0.2,0.2,0.8,1005.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2460,1941,816,14.9,14.9,5133,624,1086,1317,1049
"2492",73.9,"Obion","TN",32213,59,12.8,23.3,61,13.7,2,88.9,10.2,0.1,0.3,3.2,990.5,23.3,6.1,41.9,69.8,27.5,37.2,29.6,4.3,4023,5149,1203,59,34.1,6499,946,1210,2069,1623
"2493",73.4,"Overton","TN",20523,47,15.7,22.6,61.3,14.3,1.8,98.3,0.8,0.3,0.2,0.8,1096.9,25.3,7.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,2750,2830,908,63.3,14.6,5938,565,1059,1332,1039
"2494",73.5,"Perry","TN",7574,18,14.2,23.6,59.9,14.5,1.9,96,2.8,0.2,0.5,1.1,1075.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,1159,326,26.4,13.2,1879,241,282,485,392
"2495",74,"Pickett","TN",4821,30,15.7,21.2,59.8,17.4,1.6,98.5,1.2,0,0,1.1,1025,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,829,690,209,0,0,1274,160,220,318,248
"2496",74.3,"Polk","TN",15944,37,14,22.5,62.6,13.7,1.3,98,0.8,0.1,0.2,0.8,1114.4,18.1,5.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.2,2077,2557,831,69,25.1,4293,442,946,1035,792
"2497",75.8,"Putnam","TN",66580,166,14.2,23.6,62.7,12,1.6,95.9,1.9,0.3,1.2,4.4,978.4,15.6,5.2,26.2,69.9,20.1,27.2,28.9,6.6,8159,9549,2541,78.1,39.1,11717,1646,2382,4277,3832
"2498",75,"Rhea","TN",29918,95,14.3,24.4,61.7,12.2,1.7,96.1,2.2,0.4,0.4,2.2,939.2,26.5,-1111.1,31.3,-1111.1,-1111.1,22.5,28.5,10.5,3525,4223,1068,26.7,33.4,6988,886,1290,1901,1572
"2499",75.3,"Roane","TN",52889,147,13.2,21.5,61.8,15,1.7,95.2,2.9,0.2,0.5,0.9,974.1,24.5,5.5,34.9,75.7,25.5,36.4,23.9,10.1,5454,8441,2364,43.5,28.4,9545,1500,2663,3478,2678
"2500",74.8,"Robertson","TN",60379,127,9.7,25.9,63,10,1.1,90.3,8.3,0.3,0.4,5.2,1032.9,15.2,6.1,32.8,65.4,28.1,22.6,24.6,7.8,6110,6354,1397,46.4,21.5,10080,1468,1467,3757,3123
"2501",76.2,"Rutherford","TN",218292,353,9.2,26.6,65.6,7,0.8,84.6,11.3,0.3,2.7,4.8,931.2,15,5.9,26.6,68.4,25.1,26.9,24.6,7.3,19275,14304,3484,53.1,27.9,24777,4535,4119,13483,12149
"2502",74.2,"Scott","TN",21868,41,19.5,25.6,62.6,10.5,1.2,98.5,0.4,0.2,0.2,0.6,1079.3,-1111.1,5.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,3799,2342,1333,41.2,9.1,5734,601,1248,1365,1126
"2503",73.5,"Sequatchie","TN",12691,48,14.4,23.9,63,11.7,1.4,98.4,0.7,0.3,0.3,0.8,985.1,12.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,1572,1185,455,47.3,7.9,2920,322,444,809,641
"2504",76.1,"Sevier","TN",79282,134,12.4,22.6,63.6,12.5,1.3,97.5,0.8,0.3,0.6,1.7,939.8,21.9,5.6,30.9,71.1,30.5,27.3,28.5,11.7,10677,9899,2280,56.8,20.2,14176,2682,2743,5145,4035
"2505",73.2,"Shelby","TN",909035,1205,16.6,28.4,61.8,8.6,1.2,45.6,51.3,0.2,2,3.4,1039.4,15.6,5.1,32,72.1,27.8,28.6,21.3,7.7,135915,86276,20361,116.1,61.7,109960,27724,19155,54835,47598
"2506",74.6,"Smith","TN",18647,59,11.9,24.1,63.1,11.2,1.7,95.7,3.1,0.4,0.2,1.7,1038.7,20.4,4.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2071,2322,561,53.6,10.7,4102,535,539,1189,977
"2507",74,"Stewart","TN",12969,28,12.7,23.1,62.3,13.2,1.4,94.8,2.6,0.6,1.5,1.2,1049.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,1504,1841,466,23.1,23.1,2310,438,461,837,671
"2508",75.8,"Sullivan","TN",152716,370,12.8,21.5,61.8,14.8,1.8,96.5,2.1,0.2,0.5,0.8,986.6,22.4,6.5,33.7,65,25,36.4,23.8,11.9,16357,25153,5924,141.4,58.9,26586,3767,5019,10041,7680
"2509",76.4,"Sumner","TN",145009,274,9.5,25.1,63.7,10,1.2,91.3,6.5,0.3,0.9,2.4,906.8,15.7,6,28.9,69.1,21.8,24.6,28.4,9.1,13942,13949,2957,62.8,31,19697,3326,4002,9126,7535
"2510",74.2,"Tipton","TN",55998,122,11.5,26.8,62.9,9.3,1,79.1,19.1,0.4,0.5,1.6,1047.4,21.1,5.6,40.5,78,30.6,32.5,36.8,9.4,6457,5167,1285,32.1,25,9182,1682,1427,3453,3003
"2511",74.6,"Trousdale","TN",7677,67,12.9,23.5,62.8,11.9,1.8,88.5,10.5,0.2,0.4,2.6,1085,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,959,824,253,26.1,13,2018,240,407,492,403
"2512",75.5,"Unicoi","TN",17572,94,12.8,19.9,61.6,16.2,2.2,98.7,0.6,0.3,0.1,2.7,966.5,-1111.1,4.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1882,3182,904,56.9,11.4,4166,515,760,1177,883
"2513",74.2,"Union","TN",19076,85,16.8,24.3,63.9,10.7,1.1,98.4,0.6,0.1,0.2,1,1039.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2715,1653,724,10.5,10.5,5672,478,940,1212,988
"2514",74.2,"Van Buren","TN",5470,20,15.2,21.8,64.1,12.6,1.5,99.2,0.4,0.1,0.1,0.4,922.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,573,556,174,0,0,1457,217,273,358,285
"2515",75.5,"Warren","TN",39753,92,15.3,23.9,61.8,12.8,1.6,95.4,3.2,0.2,0.6,6.7,967.6,30,9.7,-1111.1,-1111.1,24.7,33.8,30.7,8.5,5644,5582,1441,52.8,27.7,8963,1473,1563,2535,2019
"2516",75.5,"Washington","TN",112507,345,13.6,22.1,63.6,12.7,1.7,93.8,4,0.3,0.9,1.8,964.9,23.2,6,34.5,74.1,21.3,27.8,27.6,8.1,12153,15795,3972,255.1,50.7,17686,2815,4105,7351,5986
"2517",75,"Wayne","TN",16909,23,17.3,20.2,65.3,12.9,1.6,91.7,7.5,0.2,0.4,0.9,977.5,-1111.1,5.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.2,2242,2006,593,41.4,17.7,4680,802,678,1130,902
"2518",76.1,"Weakley","TN",33732,58,14.7,22.7,62.6,12.5,2.1,90.4,7,0.1,1.9,1.4,930,27.7,7,26,-1111.1,26.3,36.9,26.5,8.7,4189,4537,940,59.3,32.6,6516,1078,1010,2194,1957
"2519",74.2,"White","TN",24253,64,14.8,23,61.2,14.3,1.5,97.3,1.8,0.2,0.3,1.1,1084.7,-1111.1,8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,3468,3733,987,45.4,24.7,5941,1056,1064,1565,1240
"2520",78.8,"Williamson","TN",153595,264,5.1,26.4,65,7.8,0.8,92.1,5,0.2,2,3.4,805.3,7.9,3.5,17.8,67.2,15.2,20.2,17.2,5.6,11660,11884,1369,144.5,45.6,9935,2730,3619,9512,8087
"2521",75.8,"Wilson","TN",100508,176,7.9,25.2,64.6,9.1,1,91.4,6.8,0.3,0.7,2.1,964.9,15.9,5.5,22.6,71.6,24,27.5,29.1,7.1,8813,8675,1795,41.8,20.9,12778,2330,2647,6318,5251
"2522",72,"Anderson","TX",56408,53,20.1,21.2,66.9,10.1,1.8,75.3,22.6,0.7,0.7,13.1,1136.1,17.5,5.1,29.6,81.3,-1111.1,-1111.1,27.9,10.1,7081,6521,1170,58.5,39,14021,1289,1516,3174,2438
"2523",75.5,"Andrews","TX",12748,8,15,29.5,57.4,11.8,1.3,96,1.9,1.1,0.8,43.9,934.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2343,1581,260,70.6,31.4,2464,277,444,648,566
"2524",75,"Angelina","TX",81557,102,17.3,28.5,58.3,11.5,1.7,83.3,14.9,0.4,0.7,16.8,988.4,24,8.4,38.4,80.9,35.7,-1111.1,26.2,8.9,14269,10120,2546,56.4,35.6,14899,2198,1901,4189,3414
"2525",75.2,"Aransas","TX",24640,98,18.5,22.9,56.5,18.5,2.1,93.7,2,0.6,2.6,21.7,913.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16,4521,3835,514,44.6,16.2,4352,585,742,1360,1029
"2526",75.8,"Archer","TX",9095,10,9.1,26.3,61.1,11.2,1.4,97.7,0.4,0.6,0.2,6.3,745.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1144,969,103,11,0,1115,179,224,482,397
"2527",76,"Armstrong","TX",2173,2,9.7,23.7,57.2,16.3,2.8,98.8,0.4,0.7,0,7.1,794.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,339,363,33,0,0,262,44,75,119,93
"2528",76.5,"Atascosa","TX",43226,35,19,30.3,59,9.6,1.2,97,1.1,0.9,0.6,60.4,935.8,-1111.1,6.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.5,9030,3803,829,34.7,11.6,9065,957,1300,2171,1897
"2529",77,"Austin","TX",26123,40,11.3,26.1,59,12.7,2.1,88.9,9.9,0.3,0.4,19.6,904.4,-1111.1,6.4,-1111.1,88.3,-1111.1,-1111.1,12.5,8.1,3865,3789,369,23,15.3,4393,581,744,1386,1105
"2530",76.5,"Bailey","TX",6726,8,17.9,31.1,53.7,13,2.2,97,1.7,0.9,0.3,51.1,832.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1665,1017,91,74.3,44.6,1541,181,114,333,286
"2531",78.1,"Bandera","TX",19988,25,12.4,23.1,61,14.5,1.4,97.2,0.5,0.9,0.4,16.3,785,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3106,2628,353,20,10,2100,407,584,1102,852
"2532",77,"Bastrop","TX",69932,79,12.6,27.1,62.8,9,1,88.6,8.8,0.9,0.7,27.6,899.5,-1111.1,6.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,9100,6239,1075,28.6,15.7,10424,1572,1377,3657,2974
"2533",75.6,"Baylor","TX",3843,4,16.7,23.2,54,18.8,4.1,94.9,3.4,0.8,0.9,9.7,995.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.9,778,935,110,52,26,798,90,133,212,160
"2534",76.6,"Bee","TX",32873,37,24.6,23.5,66.4,8.9,1.3,87.7,10.7,0.6,0.8,55.6,842.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,5576,2994,587,33.5,24.3,5597,793,1010,1807,1575
"2535",76.7,"Bell","TX",256057,242,14.8,33,57.8,8.1,1.2,71,21.5,0.9,3.4,18.3,871.8,16.7,5.6,27.3,76.4,25.3,20,31,7.9,40668,20751,3534,121.1,53.1,22934,5907,4137,12343,10598
"2536",76.9,"Bexar","TX",1518370,1218,17.6,29.5,60.2,9.1,1.2,88.2,7.4,1.1,2.1,56.4,849.8,19.2,6.1,26.1,77.9,30.6,25.5,19.5,9.1,278220,144155,26490,94.6,61.2,214976,36141,42681,76978,65712
"2537",77.8,"Blanco","TX",9110,13,10.5,24.3,63.5,10.4,1.8,97.7,1,0.5,0.2,17.5,826.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1400,2755,244,32.9,32.9,1202,181,205,494,385
"2538",77,"Borden","TX",648,1,6.9,19.4,65.8,13.4,1.4,98.8,0.2,0,0,14,565.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,109,-2222,-2222,0,0,72,18,26,38,31
"2539",75.2,"Bosque","TX",18053,18,14.3,24.2,56.6,16.6,2.6,96,2.2,0.6,0.3,14.3,974.9,-1111.1,5.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2899,3242,409,33.2,22.2,2979,408,446,981,750
"2540",74.8,"Bowie","TX",90643,102,17.5,25.1,61.7,11.6,1.6,73.2,24.3,0.6,0.7,5.3,1020.5,19.7,7.7,32.5,79.5,24.8,-1111.1,28.5,5.8,13480,11441,2428,102.6,46.3,13667,2326,2589,4865,3881
"2541",76.1,"Brazoria","TX",278484,201,11.5,28.7,62.4,8.1,0.8,84.3,10.1,0.6,3.9,24.8,944.2,16.9,5,25.2,76.4,32,25.3,22.8,3.8,38780,22281,3364,85.5,25.9,35966,7506,4806,14266,11767
"2542",78.5,"Brazos","TX",156305,267,18.9,26.5,66,6.5,1,83,10.8,0.5,4.7,19.6,839.3,8.6,5.3,20.4,77.1,19.1,25.6,16.1,3.5,26643,10548,1437,102.4,39,14048,3454,4331,8329,9879
"2543",76.8,"Brewster","TX",9079,1,17.5,24.4,61.1,12.9,1.6,95.6,2.1,1,0.5,42.8,837.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1937,1264,138,66.1,22,1189,188,336,493,453
"2544",76.3,"Briscoe","TX",1644,2,15.7,26.3,53.4,18.3,2.1,96.2,3.1,0.5,0,26.5,949.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,471,351,26,0,0,272,41,53,87,70
"2545",78.5,"Brooks","TX",7687,8,29.5,31.2,53.1,14,1.7,98.6,0.5,0.8,0.1,91.3,936.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2386,1184,196,13,0,2280,221,366,381,333
"2546",75.5,"Brown","TX",38664,41,18.1,26.3,58,13.7,2,93.9,4.1,0.7,0.6,17.6,1004.1,23.5,5.4,22.2,-1111.1,-1111.1,-1111.1,24.3,14.3,6519,5790,1099,64.7,31,6308,851,1082,2054,1729
"2547",76.6,"Burleson","TX",17238,26,15.5,26.1,57.5,14.2,2.2,84.2,14.2,0.6,0.3,16.2,849.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2869,2605,356,23.2,11.6,3284,347,531,915,726
"2548",77,"Burnet","TX",41676,42,11.9,23,56,18.3,2.7,96.4,1.7,0.7,0.4,16,819.5,20.2,6.4,28.9,-1111.1,20.7,-1111.1,-1111.1,6.7,5769,5645,549,52.8,28.8,6440,778,996,2295,1717
"2549",76.4,"Caldwell","TX",36523,67,14.7,27.8,60.8,9.8,1.6,89.9,7.9,0.7,0.7,43.2,848.2,-1111.1,4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,5905,3731,594,35.6,16.4,6656,816,718,1894,1571
"2550",76.6,"Calhoun","TX",20606,40,16.3,28.7,56.8,13.2,1.3,92.6,2.6,0.6,3.9,43.9,886.1,-1111.1,3.9,17,-1111.1,-1111.1,-1111.1,9.7,9.3,4121,2672,363,72.8,19.4,4062,563,463,1055,852
"2551",76.2,"Callahan","TX",13516,15,14.3,24.2,58.2,15.6,2.1,97.2,0.8,0.6,0.5,8,896,-1111.1,4.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,2242,2137,304,7.4,14.8,1881,273,393,736,589
"2552",80.1,"Cameron","TX",378311,418,29.5,35.5,53.9,9.3,1.3,97.5,0.8,0.6,0.7,85.9,688.2,26.7,5.5,39.2,80.2,32,23.2,13.9,10.2,104791,33261,4846,61.9,16.7,92999,10576,8905,17635,16282
"2553",73.5,"Camp","TX",12238,62,18.2,28.8,55.8,13.8,1.7,80.6,17.6,0.4,0.9,19.8,1098.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2437,1989,377,81.7,24.5,2360,306,286,626,507
"2554",76,"Carson","TX",6586,7,9,26.3,57.5,14,2.1,97.3,0.9,1,0.2,8.6,871,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,810,963,82,0,15.2,745,137,211,349,287
"2555",73.5,"Cass","TX",30155,32,17.4,24,57.6,15.8,2.7,79.6,18.8,0.5,0.2,2.5,970.8,27.7,7.7,30.3,85.2,-1111.1,-1111.1,-1111.1,11.2,4938,5162,1087,39.8,36.5,5149,833,982,1642,1260
"2556",76.8,"Castro","TX",7640,9,19.7,32.3,53.9,12.6,1.2,95.3,2.5,1.8,0.3,53.3,892.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2165,963,88,26.2,26.2,1560,206,160,373,327
"2557",75.7,"Chambers","TX",28411,47,10.6,26.9,64.3,8,0.9,87.4,10.3,0.6,1,14.5,953.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4021,1815,338,10.6,7,4235,855,585,1493,1243
"2558",75,"Cherokee","TX",48464,46,18.2,27.5,58.2,12.3,2,83.5,14.7,0.5,0.6,16.8,991.2,-1111.1,5.3,19,-1111.1,19.8,-1111.1,-1111.1,3,9215,5705,1012,45.4,22.7,9836,1147,1524,2522,2040
"2559",75.2,"Childress","TX",7676,11,21.2,22.5,63,12.2,2.3,83.7,15.2,0.4,0.5,23.3,993.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1152,1054,133,91.2,26.1,1747,168,179,427,365
"2560",75,"Clay","TX",11287,10,11.1,22.8,61.9,13.6,1.7,96.9,0.6,1.2,0.1,3.8,841.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1506,1321,158,26.6,0,1539,238,422,625,481
"2561",76.5,"Cochran","TX",3289,4,22.7,31.4,53,13.2,2.4,92.3,6.1,1.1,0.5,48.3,959.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,991,536,69,0,0,727,97,76,164,148
"2562",76,"Coke","TX",3612,4,14.8,24.9,50.6,21.6,2.9,96.5,2.2,0.9,0.2,18.9,939.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,645,715,62,0,0,629,68,102,197,162
"2563",75.4,"Coleman","TX",8665,7,20.6,23.9,53.9,18.8,3.4,95.8,2.5,0.7,0.6,14.6,1015.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1849,1983,244,34.6,23.1,1728,204,232,472,355
"2564",79.7,"Collin","TX",659457,778,5.4,28.5,65.5,5.5,0.5,81.3,6.9,0.5,9.6,12.7,752.8,11.4,5.2,17.1,79.7,20.7,20.5,15,3.3,63811,27487,3537,86.4,27.3,34653,15186,11713,33815,27037
"2565",75.2,"Collingsworth","TX",2968,3,18.5,26.5,52.6,17.6,3.3,91.4,5.7,1.8,0.2,25.7,930.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,630,591,59,0,33.7,557,74,95,157,127
"2566",76.3,"Colorado","TX",20736,22,15.6,25.9,55.9,15.5,2.7,84.6,14.2,0.5,0.4,22.4,930.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,3464,3448,327,67.5,28.9,4147,447,464,1106,917
"2567",78.8,"Comal","TX",96018,171,9.9,24.8,61.4,12.1,1.7,96.4,1.5,0.6,0.7,23.6,759.8,23.4,5.3,26,84,25.4,-1111.1,23.2,8.4,11396,12430,1432,67.7,36.5,10306,1986,2480,5177,4117
"2568",76,"Comanche","TX",13709,15,18,25.3,54.5,17.2,3,97.8,0.6,0.8,0.4,23.4,927.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3036,2510,276,51.1,21.9,2732,302,378,736,579
"2569",75.4,"Concho","TX",3735,4,18.6,15.5,71,11.3,2.2,98,1.2,0.6,0.1,44.2,800.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,547,459,85,0,26.8,1117,84,135,225,173
"2570",76.3,"Cooke","TX",38847,44,13.6,27.3,58.4,12.5,1.8,94.1,3.2,1,0.6,12.6,913.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.4,5708,5001,615,30.9,20.6,5176,810,1081,2035,1690
"2571",76.7,"Coryell","TX",75802,72,15.7,28.4,65.1,5.8,0.7,72,21.5,1,2.6,13.6,868.2,10.6,6.1,18.3,91.4,21.8,-1111.1,-1111.1,9.8,10293,4671,779,11.9,21.1,8363,1630,1287,3914,3733
"2572",77,"Cottle","TX",1746,2,19.5,23.1,51.6,20.4,4.9,87.9,11.8,0,0,22.1,827,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,420,418,34,0,0,419,47,53,96,70
"2573",75.3,"Crane","TX",3837,5,11.8,30.8,57.2,10.5,1.5,94.6,3.3,1.7,0.4,49.5,1008.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,638,437,70,26.1,26.1,723,86,134,192,168
"2574",76.9,"Crockett","TX",3934,1,15.1,26.3,59.3,12.5,2,97.3,0.9,1.1,0.6,56.3,920.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,828,506,61,0,25.4,964,82,82,208,171
"2575",75.4,"Crosby","TX",6686,7,22.8,30.8,54,13.1,2.1,93.7,4.8,1,0.3,48.5,965.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1753,1006,134,29.9,15,1557,166,219,333,281
"2576",77.9,"Culberson","TX",2627,1,23.1,31,56.6,11.3,1.1,97.5,1,0.4,1.1,71.5,855.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,856,302,42,0,38.1,688,74,90,131,115
"2577",77.3,"Dallam","TX",6174,4,14.4,31.5,58.2,9.5,0.9,96.1,2.3,1.1,0.3,32.2,1079,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1404,1156,112,64.8,32.4,1310,114,112,304,258
"2578",76.3,"Dallas","TX",2305454,2621,16.9,29.7,62,7.4,0.9,72.9,20.9,0.6,4.5,36.1,878.3,20.6,5.7,27.8,76.2,22.5,25.1,20,6.6,404920,182026,30711,85.4,51.1,358739,67505,45683,116280,95238
"2579",77,"Dawson","TX",14256,16,22.5,25.8,60.4,11.9,1.9,90.2,8.9,0.4,0.4,50.3,879,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3220,2004,264,35.1,14,3224,373,521,759,619
"2580",76.8,"Deaf Smith","TX",18538,12,17.7,34.1,53.8,10.8,1.4,96.1,1.7,1.1,1.2,62.1,898.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4493,2140,292,32.4,21.6,4153,414,377,883,788
"2581",75,"Delta","TX",5480,20,16.1,24.6,59,14.4,2,90.8,7,0.9,0.3,4.1,1024,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,938,846,149,0,36.5,892,142,154,296,237
"2582",78.3,"Denton","TX",554642,624,8.3,28.3,66.4,4.9,0.5,85.1,7.1,0.6,5.6,15.2,856.8,12.1,4.5,22.2,80.1,23.3,17.3,17.3,4.6,57081,21368,3911,54.3,22.7,36451,13174,13684,28552,24344
"2583",76.3,"DeWitt","TX",20507,23,19,23.2,59.3,15.1,2.4,88.2,10.7,0.6,0.4,29.3,949.7,-1111.1,4.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3388,2971,394,29.3,14.6,4563,422,666,1128,854
"2584",75.4,"Dickens","TX",2646,3,18.5,18.5,64.1,14.7,2.7,88.9,9,0.2,1.7,27.1,1019.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,477,499,59,0,0,545,57,76,154,122
