"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"2585",75.4,"Dimmit","TX",10395,8,28.3,32.9,55.4,10.1,1.6,97,1.5,0.8,0.8,83.5,893.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3152,1196,233,28.9,9.6,2737,320,321,505,458
"2586",75.2,"Donley","TX",3889,4,16.4,24.5,54.4,18.1,3,93.5,4.9,1,0.3,7.1,954.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,857,804,77,25.7,0,560,80,119,212,179
"2587",77.7,"Duval","TX",12578,7,25.2,28.9,56.6,12.6,1.9,98.4,0.7,0.7,0.2,88,894.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3073,1734,327,0,0,3118,337,542,645,557
"2588",75,"Eastland","TX",18393,20,18.1,24.9,55.5,16.8,2.7,96.2,2.3,0.6,0.3,13.6,1019,-1111.1,4.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.3,3653,3666,474,43.5,21.7,3306,418,586,993,812
"2589",75.4,"Ector","TX",125339,139,19.3,31.3,57.7,9.9,1.1,92.4,4.9,1.1,0.8,47.6,1005.5,22.6,6.3,28.4,79.4,29.5,-1111.1,23.7,9.3,25485,13575,2362,98.1,27.1,23929,2926,2898,6206,5410
"2590",76.8,"Edwards","TX",1987,1,22.8,27.9,60.6,10.2,1.2,94.5,3,0.8,1.8,46.2,695.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,651,1310,113,50.3,0,410,45,73,103,90
"2591",75.5,"Ellis","TX",133474,142,10.9,28.9,62.1,8,1.1,89.2,8.7,0.7,0.5,21.1,976.3,17.6,5,24.4,74.8,23.9,21.8,25.5,6.1,17121,11293,1995,51.7,21.7,18291,3339,2879,6831,5885
"2592",78.3,"El Paso","TX",721598,712,25.7,33.1,56.6,9.2,1.1,93.5,3.3,1.1,1.3,80.9,787.3,22.9,6.1,24.4,77.4,23.6,19.3,18.7,8.1,185007,68710,10418,58.9,25.2,141032,20827,26564,34838,31459
"2593",77,"Erath","TX",34076,31,15.8,26.7,59.8,11.4,2.1,96.5,1.1,0.7,1,16.3,873.6,17.1,5.2,-1111.1,-1111.1,-1111.1,-1111.1,15.3,6.2,6371,4389,603,52.8,35.2,4613,685,964,1804,1715
"2594",74,"Falls","TX",17646,23,21.6,27.4,56.6,13.6,2.3,71.8,26.9,0.7,0.3,17.8,994.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3455,2435,443,11.3,22.7,3805,462,434,925,790
"2595",74.5,"Fannin","TX",33142,37,15.4,23.2,60.5,14.1,2.1,90,7.7,0.9,0.5,7.2,1061.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.4,4431,4775,799,15.1,9.1,6200,849,926,1824,1436
"2596",77,"Fayette","TX",22537,24,12.5,23.2,55.8,17.2,3.8,91.5,7.4,0.6,0.3,15.6,819.3,10.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.6,3002,4673,410,35.5,39.9,4512,438,535,1241,931
"2597",77,"Fisher","TX",4089,5,14.3,22.5,54.4,19.5,3.6,95.6,3.4,0.4,0.2,22.5,844.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,843,845,74,48.9,24.5,762,86,90,227,172
"2598",76.3,"Floyd","TX",7174,7,20.5,30.5,53,14,2.4,94.3,4.1,1.1,0.6,48.3,869.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1782,1116,104,83.6,41.8,1608,200,330,359,302
"2599",77,"Foard","TX",1518,2,15.6,25.3,52.4,19,3.4,94.7,3.6,1.1,0.3,18.4,798,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,346,340,37,0,0,309,33,44,81,63
"2600",78.9,"Fort Bend","TX",463650,530,8.4,28.9,65,5.6,0.5,62.4,21.1,0.4,14.9,22.3,773,12.7,4.7,19.5,81.1,15.2,22,15,4.1,57540,19167,2971,78.1,28.3,45055,10887,9345,23760,20541
"2601",75.7,"Franklin","TX",10200,36,13.7,23,58.8,16.3,1.9,93.4,5,0.8,0.5,10.2,858.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1779,1307,148,49,19.6,1583,237,222,562,435
"2602",74.4,"Freestone","TX",18800,21,15,23.5,61.2,13.3,2,80.6,18.2,0.4,0.3,10.1,920.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2803,2530,428,26.6,31.9,2951,413,537,1030,819
"2603",75.4,"Frio","TX",16387,14,27.8,28.5,59.8,10.4,1.3,93.5,5,0.8,0.8,74.3,866.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4122,1580,333,36.6,18.3,4238,403,356,841,733
"2604",77,"Gaines","TX",14712,10,18.9,33.4,55.8,9.8,1,95.8,2.7,1.1,0.3,38.6,868.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4105,1421,215,13.6,13.6,3625,322,316,709,663
"2605",75.4,"Galveston","TX",277563,697,13.7,27,62.1,9.7,1.2,80.7,14.9,0.5,2.8,19.8,988.4,17.2,6.1,24.9,79,28.6,28.4,27.4,9.3,41377,28053,4649,133.3,34.6,34267,7876,7395,14552,11807
"2606",75.4,"Garza","TX",5002,6,19.5,29.3,57.1,11.8,1.7,92.9,5.8,0.5,0.2,38.9,1056.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,998,680,92,0,20,939,107,125,256,220
"2607",78.8,"Gillespie","TX",23088,22,10.8,20.7,53.8,21.7,3.8,98.6,0.4,0.5,0.2,16.9,717.8,7.2,4.9,-1111.1,-1111.1,18.5,-1111.1,16,5.8,2947,4985,317,121.3,30.3,3329,373,781,1308,941
"2608",76.2,"Glasscock","TX",1327,1,10.4,29.8,58.4,10.4,1.4,98,0.8,0.2,1.1,30.7,640.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,-2222,-2222,0,0,241,27,47,67,59
"2609",76.3,"Goliad","TX",7102,8,15.2,23.8,59.2,15.3,1.7,94.1,5.1,0.6,0.2,36.2,795.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1181,1003,130,0,28.2,1320,168,194,388,307
"2610",76.4,"Gonzales","TX",19587,18,18.8,28.1,56.1,13.5,2.3,90.1,8.1,0.9,0.6,42.8,908.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4474,2934,436,45.9,20.4,4690,399,553,1012,835
"2611",76,"Gray","TX",21479,23,15,24.4,57.4,15.4,2.7,90.6,6.1,1,0.6,16.4,909.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.2,3283,3832,410,37.2,27.9,3552,474,522,1163,922
"2612",75.4,"Grayson","TX",116834,125,13.5,25.8,59.4,12.8,2,90.1,5.9,1.4,0.7,8.7,944.5,20,6.7,28,71.3,23.7,-1111.1,29.2,7.1,15958,16387,2628,56.5,36.8,15179,2977,3061,6216,4993
"2613",74.4,"Gregg","TX",115649,422,16.4,28,58.7,11.7,1.6,76.9,20.4,0.6,1,11.8,1032.7,22.9,5.9,27.9,77,24.1,28.9,25.2,9.3,18617,17194,2827,89.1,62.3,15260,2993,2768,5981,4945
"2614",74.9,"Grimes","TX",25192,32,16.8,24.3,62.4,11.6,1.8,80.4,18.3,0.4,0.4,17.5,952.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3899,2894,424,31.8,19.8,5620,616,549,1366,1046
"2615",78.1,"Guadalupe","TX",103032,145,12.1,27.1,61.1,10.5,1.4,91.4,5.6,0.7,1.2,33.6,783.7,16.7,5.7,25,-1111.1,23.6,-1111.1,24,11.1,15357,9729,1430,36.9,16.5,14355,2230,2772,5404,4557
"2616",77.3,"Hale","TX",36233,36,20.1,32.1,55.5,10.8,1.6,92,5.9,1.2,0.6,52,827.7,15.9,5.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,7678,4651,623,33.1,19.3,7161,923,717,1777,1597
"2617",76.3,"Hall","TX",3700,4,22.4,28,50.9,17.2,3.9,90.3,8.3,0.8,0.5,29.2,964.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1077,741,83,27,0,925,92,115,191,149
"2618",75.2,"Hamilton","TX",8105,10,15.8,23.9,55.1,17.2,3.8,98.7,0.3,0.3,0.3,8.9,975.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1513,1451,143,74,61.7,1450,179,185,442,339
"2619",75.9,"Hansford","TX",5230,6,13.7,29.7,54.6,14.4,1.3,98.2,0.3,0.9,0.4,38.8,922.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1048,806,57,19.1,0,977,95,101,264,218
"2620",75.2,"Hardeman","TX",4291,6,16.5,24.1,56,16.6,3.3,92.9,5.4,1,0.3,15.3,970.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,909,887,104,46.6,23.3,847,107,137,233,182
"2621",73.9,"Hardin","TX",50976,57,12.5,26.2,61.4,11.2,1.2,92,6.6,0.3,0.3,3,1046.3,19.6,6.4,-1111.1,-1111.1,24.5,-1111.1,19.3,9.5,6640,6053,1068,25.5,21.6,6825,1606,1265,2700,2187
"2622",76.3,"Harris","TX",3693050,2136,16.2,30.1,62.2,6.9,0.7,74.4,18.4,0.6,5.6,37.3,899.8,18.6,5.5,26.5,74.7,22.6,22.2,18.8,5.9,676637,255791,41846,84.8,43,576580,105445,84282,185430,154931
"2623",74.7,"Harrison","TX",63459,71,16.1,26.9,60.2,11.2,1.7,75.3,23.1,0.4,0.6,7.4,977.3,24.6,7.6,38.5,-1111.1,31,-1111.1,24,5.4,10366,6744,1329,37.8,22.1,8815,1734,1659,3339,2793
"2624",77.3,"Hartley","TX",5450,4,9.4,23.3,63.7,11.1,1.9,91,8.1,0.5,0.3,17,620,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,652,-2222,-2222,0,0,894,97,126,298,198
"2625",77,"Haskell","TX",5541,6,19.9,22.7,53.2,19.9,4.2,94.9,3.9,0.7,0.3,23.6,915.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1427,1342,118,18,36.1,1103,123,179,307,236
"2626",78.7,"Hays","TX",124432,184,12.4,26.4,65.9,6.9,0.8,93,4.1,0.8,1.1,31,801.5,15.7,6.2,19.7,78.8,26.1,19.4,17.4,7,14944,8441,1177,48.2,23.3,10738,2668,3316,6617,6709
"2627",75.9,"Hemphill","TX",3422,4,9.6,27.7,57.4,12.6,2.3,97,1.6,0.7,0.5,19.2,870.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,405,429,35,87.7,0,445,66,120,179,146
"2628",74.5,"Henderson","TX",80017,92,16.6,24.5,57.9,15.7,1.9,91.8,6.4,0.5,0.4,8.9,971.8,24.7,6.5,32.2,75.6,25.4,-1111.1,22.6,9.9,13132,8872,1357,45,18.7,14347,1874,2492,4330,3360
"2629",80.2,"Hidalgo","TX",678275,432,31,36.8,54,8.2,1.1,97.4,0.9,0.6,0.9,89.2,660.7,29.4,5.6,33.6,78,31.1,18.7,15.7,7.1,192253,50494,7924,52,12.5,178816,20096,24431,30994,29349
"2630",75,"Hill","TX",35424,37,16.1,26,57.4,14.5,2.1,91.2,6.9,0.4,0.4,16,975.1,21.1,5.5,22.3,-1111.1,-1111.1,-1111.1,16.6,8.5,5948,5457,869,36.7,16.9,6534,916,1033,1879,1503
"2631",76.6,"Hockley","TX",22787,25,17.5,30,57.4,10.9,1.8,94.5,3.7,1,0.4,41.1,919.3,14.9,5.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,4464,2695,418,48.3,21.9,4343,501,718,1154,1030
"2632",75.9,"Hood","TX",47930,114,11.1,22.9,58.5,16.9,1.7,97,0.8,0.8,0.4,8.8,909,20.1,6.6,-1111.1,-1111.1,29.4,-1111.1,-1111.1,12,6307,8046,795,43.8,23,5490,1070,1256,2645,2014
"2633",75,"Hopkins","TX",33381,43,14.7,26.2,59.1,12.8,2,90.6,7.6,0.8,0.4,12.2,988.8,18.2,-1111.1,23.5,-1111.1,22.4,-1111.1,22.9,11.1,5718,4547,747,62.9,30,5845,796,975,1767,1387
"2634",73.3,"Houston","TX",23218,19,21.4,22.8,59.2,15.7,2.4,72.5,26.4,0.3,0.5,9.2,1019.5,-1111.1,5,-1111.1,77.7,-1111.1,-1111.1,-1111.1,6.3,3944,3975,594,38.8,34.5,4862,544,661,1285,973
"2635",74.5,"Howard","TX",32522,36,19.8,24.9,60.7,12.6,1.9,93,4.7,0.8,0.8,40.4,1030.1,-1111.1,7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.6,6071,4519,757,55.3,40,6351,742,838,1753,1405
"2636",77.9,"Hudspeth","TX",3295,1,28.6,32.3,55.9,11,0.8,97.3,0.9,1.5,0.2,75.4,775.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1265,307,47,30.3,0,1041,97,143,161,144
"2637",75.1,"Hunt","TX",82543,98,15.4,26.7,60.9,11,1.4,88.3,9,0.7,0.7,10.6,977.9,17.4,4.5,20.7,-1111.1,-1111.1,-1111.1,-1111.1,8.8,12581,9315,1932,31.5,24.2,12098,2118,1875,4348,3678
"2638",76,"Hutchinson","TX",22484,25,12.6,27.9,56.4,13.8,2,93.9,2.9,1.3,0.5,17.5,960.7,21,5.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.9,3450,3610,418,40,35.6,2937,551,685,1167,950
"2639",76.2,"Irion","TX",1756,2,10.6,23.3,61.6,12.9,2.2,97.4,1.7,0.9,0,27.1,690.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,298,220,34,0,0,254,33,36,97,77
"2640",75,"Jack","TX",9064,10,14.1,23.5,61.2,13.4,1.8,92.6,5.5,0.7,0.7,9.9,933.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1311,1154,127,33.1,22.1,1457,184,336,498,409
"2641",76.6,"Jackson","TX",14339,17,14.1,27.1,57.6,13.5,1.9,91.2,7.5,0.3,0.6,27,921.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,2324,1953,280,20.9,41.8,2514,334,362,751,608
"2642",74.6,"Jasper","TX",35587,38,18.4,26.4,58.1,13.9,1.6,81,17.2,0.4,0.4,4.7,1026.7,-1111.1,5.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,5659,4874,920,53.4,30.9,6314,1275,1095,1879,1482
"2643",77.9,"Jeff Davis","TX",2306,1,14.6,22.1,59.6,16.1,2.3,98.2,1,0.4,0.1,36.9,765.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,492,354,39,43.4,43.4,406,45,52,130,104
"2644",74.8,"Jefferson","TX",247571,274,18.1,26.6,60.1,11.6,1.7,60.4,35.3,0.4,3,12.5,985.1,16.6,6.4,35.7,75.3,30.3,35.5,20.5,11.1,41667,32321,5686,75.5,49.3,34262,8911,8197,13048,10735
"2645",77.7,"Jim Hogg","TX",5029,4,22.5,30.4,54,13,2.6,98.4,0.6,0.8,0.2,89.2,868.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1229,742,98,39.8,0,1269,131,243,253,222
"2646",76.1,"Jim Wells","TX",40951,47,22,30.3,57.5,10.7,1.4,97.4,0.9,0.8,0.9,76.9,929.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,9254,5061,963,39.1,14.7,8641,1101,1377,2056,1810
"2647",75.5,"Johnson","TX",146376,201,10.9,27.7,62.5,8.9,0.9,94.1,3.2,0.7,1,14.7,1011.1,19.1,7.7,27.5,78.1,25.7,28.1,25,9.1,19076,13941,2468,39.6,20.5,20823,3435,3447,7611,6362
"2648",76.2,"Jones","TX",19736,21,20.6,22,64.2,11.9,1.9,86.5,12.2,0.4,0.5,22.4,950.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3357,2348,363,20.3,15.2,4686,438,527,1109,949
"2649",77.1,"Karnes","TX",15351,20,23.7,21.6,64,12.2,2.2,87.5,11.1,0.9,0.5,49.4,921.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2651,2224,316,32.6,26.1,4175,351,423,862,723
"2650",74.4,"Kaufman","TX",89129,113,11.5,27.7,62.6,8.7,1,87.4,10.1,0.6,0.8,14.3,1080.8,17.7,6.3,-1111.1,79.3,16.2,-1111.1,30.1,9.4,11867,11780,2121,34.8,11.2,14280,2190,1856,4627,3917
"2651",78.1,"Kendall","TX",28607,43,9.2,25.2,60.5,12.8,1.5,97.4,0.9,0.6,0.5,18.7,840.4,13.5,4.8,-1111.1,-1111.1,-1111.1,-1111.1,9.4,4.2,3546,4011,299,136.3,62.9,2759,531,602,1537,1242
"2652",78.5,"Kenedy","TX",417,0,13.2,28.7,59,10.8,1.4,96.9,0.7,0.7,1.7,77,895.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,120,-2222,-2222,0,0,109,8,15,21,17
"2653",75.4,"Kent","TX",782,1,9.4,19.7,49.6,24.7,6,98.8,0.4,0.8,0,9.8,971.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,191,15,0,0,127,19,24,45,31
"2654",78.3,"Kerr","TX",46496,42,13.7,22.7,52.9,20.9,3.6,95.9,2,0.6,0.7,21.8,802.3,16.6,5.8,27.6,-1111.1,16.4,-1111.1,20.5,4.1,7507,10691,930,109.7,53.8,6059,833,1093,2575,1962
"2655",78.8,"Kimble","TX",4591,4,17.1,23.1,57.2,17.6,2,98.3,0.5,0.4,0.6,23.2,889.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,965,794,79,43.6,21.8,890,90,244,253,189
"2656",77,"King","TX",307,0,14.9,30.3,61.2,6.2,2.3,98.7,0,1.3,0,15.3,672.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,36,-2222,-2222,0,0,42,7,12,16,14
"2657",76.8,"Kinney","TX",3327,2,19.5,23.4,51.1,22.5,3,96.2,2.6,0.4,0.5,50.2,766.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,814,696,55,0,0,759,85,63,182,139
"2658",76.7,"Kleberg","TX",30757,35,22.8,28.9,59.6,10,1.4,92.5,3.8,0.8,2.3,67.7,851.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6993,3186,517,45.5,39,5576,868,805,1577,1506
"2659",77,"Knox","TX",3781,4,20.9,27.8,50,18.7,3.4,88.9,8.6,1.4,0.7,26.3,885.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,981,850,72,26.4,26.4,809,89,116,197,161
"2660",74.7,"Lamar","TX",49644,54,17.8,26.6,57.7,13.2,2.4,83.7,13.3,1.1,0.6,4.4,958.8,21.4,7.1,38.4,-1111.1,28.6,-1111.1,28.6,9.9,8209,7276,1342,56.4,40.3,7726,1424,1645,2615,2072
"2661",76.5,"Lamb","TX",14467,14,19.4,29,54.2,14.3,2.5,94.1,4.3,1.1,0.4,47.5,937.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3355,2348,265,27.6,27.6,3256,364,343,738,618
"2662",76,"Lampasas","TX",19669,28,13.8,25.8,59.8,12.5,1.9,93.7,3.3,0.7,1,15.6,913.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3008,2562,359,40.7,20.3,2758,413,560,1049,844
"2663",75.4,"La Salle","TX",6016,4,26.9,29.3,59.3,10,1.5,95.7,3.5,0.4,0.4,78.2,997.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1544,679,128,0,16.6,1814,148,217,307,272
"2664",76.3,"Lavaca","TX",18925,20,13.3,24,54.6,17.7,3.7,92.2,7,0.2,0.4,13.6,843.8,-1111.1,3.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9,2805,4474,467,63.4,31.7,4044,369,454,1030,786
"2665",76.6,"Lee","TX",16526,26,12.3,28.4,57.4,12.2,2,87.7,11.1,0.6,0.3,20.6,853.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,2427,2002,212,6.1,18.2,2983,362,326,856,717
"2666",74.4,"Leon","TX",16344,15,14.4,23.3,56.7,17.8,2.2,89.5,9.7,0.3,0.2,10.5,979.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2650,3495,489,12.2,18.4,2936,409,559,897,691
"2667",72.6,"Liberty","TX",75141,65,16.3,27.3,62.5,9.2,1,85.9,12.3,0.5,0.5,13.4,1153.2,18.6,7.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,12191,7944,1707,31.9,16,14660,2148,1953,3922,3226
"2668",74,"Limestone","TX",22763,25,18,25.8,59,13.2,2,79.8,18.5,0.6,0.3,15.9,1131.9,-1111.1,5.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,4243,3257,918,30.8,17.6,4830,519,693,1212,990
"2669",75.9,"Lipscomb","TX",3101,3,13.7,27.2,56.6,13.4,2.8,97.5,0.6,1.6,0.1,27.7,840,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,564,532,43,0,32.2,514,59,106,162,129
"2670",77.1,"Live Oak","TX",11717,11,17.8,21.5,61.1,15.1,2.4,96.6,2.6,0.3,0.3,40.5,737.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1905,1230,158,17.1,17.1,2656,263,432,659,520
"2671",77.8,"Llano","TX",18236,20,12.3,16.8,52.9,26.6,3.7,98,0.5,0.4,0.4,7.3,790.9,-1111.1,-1111.1,-1111.1,-1111.1,10.8,-1111.1,-1111.1,-1111.1,2705,4375,392,98.7,21.9,2337,355,547,1080,709
"2672",75.5,"Loving","TX",62,0,13.4,21,54.8,22.6,1.6,100,0,0,0,17.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,-2222,-2222,0,0,7,4,1,4,2
"2673",76,"Lubbock","TX",252284,280,17.6,27.6,61.1,9.9,1.4,89.1,7.7,0.7,1.5,29.5,918.4,15.5,5.7,26.7,75.6,25.5,32.1,24.7,8.4,46251,26339,4399,118.1,40.4,32092,5562,4956,13139,12201
"2674",75.4,"Lynn","TX",6237,7,18.9,30.4,54.7,13.8,1.2,95.1,3.4,1.3,0.1,46.1,1003.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1520,891,116,32.1,32.1,1438,176,116,314,272
"2675",75.4,"McCulloch","TX",7956,7,20.6,26.3,54.8,16.5,2.5,97.2,1.9,0.3,0.3,29.9,1043.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1777,1580,180,50.3,25.1,1554,192,264,421,329
"2676",75.8,"McLennan","TX",224668,216,18,28.7,58.9,10.6,1.7,81.7,15.2,0.6,1.4,20.5,895.8,16,5.9,26,72.9,26.2,29.2,22.2,7.2,38780,26506,4562,73.9,33.4,31130,5447,4944,11560,10646
"2677",77.1,"McMullen","TX",883,1,13.4,19.3,62.3,15.9,2.5,97.5,1.1,0.5,0.9,35.3,802.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,172,-2222,-2222,0,0,161,20,33,51,40
"2678",74.9,"Madison","TX",13167,28,19.4,21.9,64.5,11.6,1.9,76.7,21.8,0.4,0.8,18.8,934.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2076,1539,205,30.4,30.4,2368,287,511,735,621
"2679",73.5,"Marion","TX",10952,29,21.2,22.5,57.5,17.8,2.3,74.8,22.9,0.9,0.2,3.7,1005.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2151,1573,304,9.1,9.1,2527,285,412,608,444
"2680",77,"Martin","TX",4391,5,17.2,33,54.1,11.5,1.4,96.1,1.7,1.2,0.5,41.2,978.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,970,531,94,45.5,22.8,886,104,145,213,186
"2681",75.4,"Mason","TX",3880,4,14.2,20.6,56.4,19.5,3.6,98.8,0.1,0.7,0.1,22.2,865.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,879,831,66,25.8,25.8,615,65,114,220,159
"2682",74.4,"Matagorda","TX",37849,34,18.1,29.3,57.8,11.5,1.4,83.7,12.4,0.9,2.4,34.7,1034,22.2,6.3,-1111.1,-1111.1,-1111.1,-1111.1,21.5,9.4,7975,4640,659,55.5,26.4,6980,1364,760,1927,1633
"2683",78.1,"Maverick","TX",51181,40,29.8,36.6,53.3,8.9,1.1,96.7,0.8,1.6,0.9,95.2,737.5,-1111.1,5.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,17347,5320,892,43,2,16042,2566,1663,2350,2210
"2684",77.3,"Medina","TX",43027,32,16.2,27.5,59.8,11.2,1.5,95.3,2.7,0.8,0.6,46.7,802.5,-1111.1,6.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,7264,4287,731,30.2,20.9,7658,920,1284,2242,1864
"2685",75.4,"Menard","TX",2201,2,21.4,20.4,55.6,20.9,3.1,97.2,1.1,0.7,1,31.5,912.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,622,496,48,0,90.9,483,51,64,126,93
"2686",77.1,"Midland","TX",121371,135,15.4,29.6,58.6,10.5,1.2,90.3,7.1,0.8,1.1,34,869.9,13.1,5.1,25.2,-1111.1,23.2,19.1,20.5,6.2,21240,12947,1715,62.6,36.3,15461,2507,3008,6152,5286
