"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","prim_care_phys_rate","dentist_rate","community_health_center_ind","hpsa_ind","uninsured","elderly_medicare","disabled_medicare","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"1331",80.5,"Douglas","MN",35138,55,7.7,21.7,60.1,14.9,3.4,98.5,0.4,0.3,0.4,0.9,676.6,12.9,4.9,17.2,76.8,20.9,22.2,18.3,7.3,108.1,45.5,1,1,0.0759291934657636,0.176162559052877,0.019153053674085,0.0999487734077068,0.021088280494052,0.012436678240082,0.0570322727531447,0.055723148727873
"1332",79.8,"Faribault","MN",15506,22,8.9,22.3,55.7,17.7,4.3,98.7,0.3,0.3,0.4,3.8,740.5,14.7,4.5,22.2,NA,23.4,NA,19.3,7.6,45.1,51.6,1,1,0.116729008125887,0.225396620662969,0.0154778795305043,0.113891396878628,0.0250870630723591,0.0113504449890365,0.0566877337804721,0.0541725783567651
"1333",79,"Fillmore","MN",21368,25,8.5,24.2,57.2,15,3.6,99.3,0.2,0.1,0.2,0.7,756.5,8.8,4.7,11.6,NA,9.2,17.6,17.4,3.6,37.4,37.4,1,1,0.088871209284912,0.193373268438787,0.0134312991388993,0.125046798951703,0.0223230999625608,0.0121209284912018,0.0553163609135155,0.0531636091351554
"1334",79.2,"Freeborn","MN",31946,45,8.7,22.4,58.2,16,3.5,98,0.6,0.3,0.6,6.3,756,15.9,5.9,21.3,81.7,24.1,29.6,25.7,6.9,65.7,40.7,1,1,0.101984599010831,0.183215426031428,0.0205659550491454,0.131972703937895,0.024040568459275,0.0119889814061228,0.0565328992675139,0.0524948350341201
"1335",78.5,"Goodhue","MN",45585,60,6.1,24.1,60.8,12.5,2.7,96.8,0.8,1.1,0.7,1.6,788.6,11.5,4.9,14.2,73.4,20.6,25.8,26.3,3.4,94.3,57,1,1,0.0678293298234068,0.14349018317429,0.0141932653285072,0.0902489854118679,0.0241307447625315,0.0104420313699682,0.0553910277503565,0.0540967423494571
"1336",78.7,"Grant","MN",6114,11,8.5,22,55.3,18.1,4.6,99,0.2,0.3,0.2,0.6,762,NA,NA,NA,NA,NA,NA,NA,NA,0,16.4,1,1,0.108439646712463,0.232090284592738,0.0222440300948642,0.115799803729146,0.0281321557082107,0.0161923454367027,0.056918547595682,0.0538109257441937
"1337",78.8,"Hennepin","MN",1119364,2011,9.1,24.7,64.3,9.2,1.8,81,10.3,1.1,5.5,5.3,733.5,9.1,5.2,14.8,73.4,18.2,20.1,19.2,4.3,145,75.2,0,1,0.0871548486461955,0.107558399233851,0.0154364442665657,0.0634976647453375,0.0225619190897688,0.0107391340082404,0.0548364964390493,0.0525191090655051
"1338",79.4,"Houston","MN",19941,36,7,24.2,59.5,13.2,3.2,98.4,0.6,0.2,0.4,0.7,708.8,8.7,4.4,16.6,NA,18,18.4,23.6,5.4,45.1,35.1,1,1,0.0744696855724387,0.160573692392558,0.0155458602878492,0.0991926182237601,0.0251241161426207,0.0129883155308159,0.055363321799308,0.0540093275161727
"1339",78.1,"Hubbard","MN",18861,20,10.4,21.9,58.6,16.8,2.6,96.6,0.2,2,0.3,0.8,793.9,14.1,6.6,21.3,77.6,29.2,NA,23.2,9.7,106,31.8,1,1,0.137956630083241,0.17613063994486,0.0229574253751127,0.0970256083982822,0.0278352155240973,0.01770849901914,0.0568898785854409,0.0541858862202428
"1340",79.2,"Isanti","MN",37664,86,6.1,24.5,65.2,8.6,1.7,97.6,0.4,0.5,0.6,1.2,742.8,18,6.6,20.6,83.2,23.4,15.3,26.6,5.1,85,23.9,1,1,0.064570943075616,0.0864220475785896,0.0142045454545455,0.0883071367884452,0.0260460917587086,0.0103812659303314,0.0551189464740867,0.0572695412064571
"1341",78.2,"Itasca","MN",44384,17,9.9,22.4,60.5,14.6,2.6,94.8,0.2,3.6,0.3,0.7,825.7,13.5,5.4,11.9,76.6,21.4,21.7,25,8.3,90.1,49.6,0,1,0.114861211247296,0.167943403028118,0.0282308940158616,0.0996079668348955,0.0301234679163663,0.0163797764960346,0.0565969718817592,0.0547494592645999
"1342",80.3,"Jackson","MN",11182,16,8,22,58.6,15.6,3.9,98,0.2,0.1,1.6,2.2,693.2,4.2,4.3,15.5,NA,NA,NA,NA,6.5,26.8,44.7,1,0,0.100697549633339,0.173403684492935,0.0123412627436952,0.1112502235736,0.0200321945984618,0.0126095510642103,0.0569665533893758,0.0544625290645681
"1343",77.5,"Kanabec","MN",16215,31,9,23.7,61.7,12.6,2,97.3,0.3,0.9,0.5,1,828.7,15.1,4.5,NA,NA,NA,NA,NA,9.5,80.2,37,1,1,0.102559358618563,0.128337958680234,0.0222633364168979,0.131298180696886,0.0320690718470552,0.0201665124884366,0.0556891766882516,0.0555041628122109
"1344",79.8,"Kandiyohi","MN",41199,52,9.5,25.3,59.5,12.4,2.8,98.1,0.7,0.4,0.5,8.5,712,12.7,4.4,17.5,80.3,25.2,27.9,23.3,6.6,114.1,60.7,1,1,0.113619262603461,0.147989028859924,0.021117017403335,0.109638583460764,0.0238598024223889,0.0123789412364378,0.0545887036093109,0.0545158863079201
"1345",78.1,"Kittson","MN",4792,4,8.5,22.8,54.5,17.7,5,98.7,0.2,0.4,0.4,1.5,848.8,NA,NA,NA,NA,NA,NA,NA,NA,20.9,62.6,1,0,0.117904841402337,0.221828046744574,0.0189899833055092,0.142111853088481,0.0287979966611018,0.0212854757929883,0.0563439065108514,0.0521702838063439
"1346",78.2,"Koochiching","MN",13907,4,10.5,21.6,58.7,16.4,3.2,96,0.4,2.4,0.2,0.8,848.4,13.5,4.4,30.4,82.9,20.7,NA,21.1,8.4,71.9,43.1,0,1,0.117063349392392,0.190767239519666,0.0294096498166391,0.129215502984109,0.0308477745020493,0.0180484648018983,0.0570935500107859,0.0523477385489322
"1347",79.5,"Lac qui Parle","MN",7604,10,8,21.3,56,17.5,5.2,99.1,0.2,0.2,0.4,0.5,746.3,12.2,3,NA,NA,NA,NA,NA,NA,78.9,39.5,1,1,0.0793003682272488,0.221067859021568,0.0138085218306155,0.136507101525513,0.0211730668069437,0.013413992635455,0.0573382430299842,0.0535244608100999
"1348",77.8,"Lake","MN",11156,5,7.7,19.8,59.4,18.1,2.8,98.6,0.1,0.7,0.2,0.6,819.7,13.3,5.4,21.8,NA,20.7,NA,15.7,8.8,98.6,35.9,1,1,0.0824668339906777,0.192721405521692,0.0200788813194693,0.0986016493366798,0.0231265686626031,0.0114736464682682,0.0583542488347078,0.0534241663678738
"1349",78.2,"Lake of the Woods","MN",4421,3,8.3,21.5,58.8,16.4,3.3,97.2,0.4,1.6,0.3,0.7,756.8,NA,NA,NA,NA,NA,NA,NA,NA,67.9,0,1,1,0.131192038000452,0.181180728342004,0.020583578375933,0.109703686948654,0.025107441755259,0.00950011309658448,0.0572268717484732,0.0536077810450124
"1350",79.2,"Le Sueur","MN",27490,61,6.5,24.4,61.7,11.4,2.5,98.6,0.2,0.3,0.4,4,742.8,13.8,5.3,18.7,NA,23.3,NA,21,4.2,10.9,50.9,1,1,0.0758093852309931,0.151691524190615,0.0146962531829756,0.103710440160058,0.0278646780647508,0.0125136413241179,0.0551837031647872,0.0548926882502728
"1351",80.3,"Lincoln","MN",6050,11,8.4,22.2,53.4,19.2,5.2,99.3,0.1,0.3,0.3,1,785.7,NA,NA,NA,NA,NA,NA,NA,NA,99.2,33.1,1,1,0.128099173553719,0.240165289256198,0.015702479338843,0.143140495867769,0.020495867768595,0.0110743801652893,0.0566942148760331,0.0517355371900826
"1352",79.4,"Lyon","MN",24472,34,8.7,25.2,60.4,11.4,3,96.1,0.9,0.4,2.2,4.1,736.7,9.3,4.9,20.5,NA,28,NA,12.3,4.5,61.3,44.9,1,1,0.0978260869565217,0.156382804838182,0.0196959790781301,0.109308597580909,0.0202680614579928,0.0122997711670481,0.054756456358287,0.0605590062111801
"1353",79.7,"McLeod","MN",36636,74,6.1,26.1,60,11.4,2.5,98.1,0.3,0.2,0.8,4.3,713,8.6,4.8,16.4,77.3,25.4,25.9,18.2,6.3,84.6,49.1,1,1,0.0859264111802599,0.136395894748335,0.0127470247843651,0.101839720493504,0.0225188339338356,0.0102085380500055,0.0539633147723551,0.0527896058521673
"1354",76.8,"Mahnomen","MN",5113,9,15.1,28.1,54.2,13.9,3.7,63.2,0.2,29.4,0.2,2.2,856.8,NA,NA,NA,NA,NA,NA,NA,NA,39.1,19.6,1,0,0.172501466849208,0.17426168589869,0.0244474867983571,0.158419714453354,0.0281635047917074,0.0213182084881674,0.0524154116956777,0.0535888910619988
"1355",78.3,"Marshall","MN",9965,6,8.5,22.7,58.2,15.6,3.5,98.9,0.1,0.4,0.3,3.8,746.1,15.9,6.1,NA,NA,NA,NA,NA,3.7,20.1,20.1,1,0,0.113095835423984,0.192875062719518,0.0166583040642248,0.14550928248871,0.0381334671349724,0.016156547917712,0.0563973908680381,0.0532865027596588
"1356",79.5,"Martin","MN",21002,30,9.8,22.9,56.9,16,4.2,98.6,0.4,0.2,0.6,2.6,716,16.4,7.6,24.1,NA,24.5,NA,22,5.3,109.5,47.6,1,1,0.0973240643748214,0.198981049423864,0.0214741453194934,0.113798685839444,0.0224740500904676,0.0112370250452338,0.0562327397390725,0.0525188077325969
"1357",78.8,"Meeker","MN",23371,38,7.7,24.7,59,13.3,3,98.8,0.3,0.2,0.5,2.8,758.5,12.3,4.8,24.6,84,25.5,NA,21.9,5.1,51.3,30,1,1,0.0900261007231184,0.144110222070087,0.0169440759916135,0.124513285695948,0.0269992726027983,0.0130503615591973,0.0549398827606863,0.0536562406401095
"1358",77.5,"Mille Lacs","MN",25680,45,8.7,24.2,60.8,12.5,2.5,93.7,0.4,4.7,0.3,1.4,864,12.9,5.8,22.2,86.4,19.8,NA,26.9,7,81.8,31.2,1,1,0.0918613707165109,0.164447040498442,0.0249610591900312,0.125623052959502,0.0303348909657321,0.0155373831775701,0.0553348909657321,0.0555295950155763
"1359",78.5,"Morrison","MN",32788,29,9.4,25.4,59.4,12.6,2.6,98.6,0.3,0.3,0.3,0.8,757.4,19.6,6.1,20.1,72,24.2,22.7,23.8,7,64,30.5,1,1,0.116109552275223,0.147553983164572,0.0210442844943272,0.134103940466024,0.0290655117725997,0.0139990240331829,0.0545321459070392,0.055111626204709
"1360",79.8,"Mower","MN",38799,55,9.2,25.1,56.4,14.5,4,96.1,1.3,0.3,1.5,6.6,690,15.6,6.5,14.7,72.7,25.8,31.3,18.7,5.9,74.7,49,1,1,0.0920900023196474,0.187092450836362,0.021495399365963,0.119358746359442,0.0200520631975051,0.0194334905538803,0.0546405835201938,0.0524755792675069
"1361",80.3,"Murray","MN",8852,13,7.5,22.1,56.3,17.2,4.3,98.9,0.2,0.3,0.3,2.2,663.8,7.1,3.8,NA,NA,NA,NA,NA,5.9,22.6,22.6,1,0,0.110822413014008,0.207975598734749,0.0151378219611387,0.146859466787167,0.0249661093538183,0.0125395390872119,0.0567103479439675,0.0532083145051966
"1362",81.1,"Nicollet","MN",30848,68,7.5,25.2,63.4,9.5,1.9,96.5,1.5,0.2,1.3,2.3,651.2,9,4.3,12.9,72.2,23.5,23,15.7,3.3,87.5,45.4,1,1,0.0705394190871369,0.0821771265560166,0.0097899377593361,0.0606846473029046,0.0192557053941909,0.0118646265560166,0.0549468360995851,0.063958765560166
"1363",80.3,"Nobles","MN",20508,29,9.7,26.3,57.1,13.1,3.6,93.5,1.4,0.6,4,14.5,661.8,12.3,4.4,14.9,NA,NA,NA,15.4,4.7,117,39,1,1,0.132728691242442,0.170323776087381,0.0175053637604837,0.160083869709382,0.0182855471035693,0.0135556855861127,0.0537351277550224,0.0519309537741369
"1364",76.8,"Norman","MN",7003,8,9.8,23.3,56.2,17.2,3.3,95.7,0.2,2.5,0.5,3.3,868.2,NA,NA,NA,NA,NA,NA,NA,NA,14.3,85.7,0,0,0.126374410966729,0.206197343995431,0.0209910038554905,0.137798086534342,0.0244181065257747,0.0212765957446809,0.055976010281308,0.0535484792231901
"1365",80.7,"Olmsted","MN",135189,207,6.8,26,62.4,9.6,1.9,89.9,3.6,0.3,5.2,2.7,629.2,6.4,4.4,14.1,70,21.9,21.4,14.6,3.5,454.2,73.2,0,1,0.0691254465969864,0.102212458114196,0.0120571940024706,0.0590210741998239,0.0201051860728314,0.00949041711973607,0.0539392997951017,0.0527335803948546
"1366",78.9,"Otter Tail","MN",57658,29,9.6,22.8,58,15.8,3.3,98.1,0.4,0.5,0.5,1.8,755.9,13.7,5.6,23.9,85.9,23.5,31.4,19.8,5.5,55.5,43.4,1,1,0.11328870234833,0.179680183148913,0.0201533178396753,0.129314232196746,0.0247146970064865,0.0160949044365049,0.0563321655277672,0.0538520240036075
"1367",78.3,"Pennington","MN",13608,22,9.5,24.3,60.3,12.4,3,96.7,0.4,1.4,0.9,1.8,819.7,11.4,5.7,19,NA,NA,20.4,20.3,5.4,80.8,44.1,1,1,0.0935479129923574,0.153586125808348,0.020870076425632,0.127204585537919,0.0337301587301587,0.0152851263962375,0.0552616108171664,0.053424456202234
"1368",77.7,"Pine","MN",28485,20,10.7,22.6,61.8,13.2,2.3,94.7,1.6,2.7,0.4,1.8,820.5,16.3,5.8,24.7,NA,25.6,NA,25.8,9.5,45.6,21.1,1,1,0.120940846059329,0.142987537300334,0.0227137089696331,0.144146041776374,0.0313498332455678,0.0128488678251711,0.0564156573635247,0.0557837458311392
"1369",80.3,"Pipestone","MN",9421,20,8.8,23.6,54.5,17.2,4.7,97.1,0.2,1.5,0.7,1,749.4,12.3,4,NA,NA,NA,NA,NA,8.2,53.1,63.7,1,1,0.0928776138414181,0.218448147755015,0.0162403141916994,0.153168453455047,0.0198492729009659,0.0109330219721898,0.0557265683048509,0.0534975055726568
"1370",78,"Polk","MN",31133,16,10.7,24.3,59.1,13.4,3.2,96.5,0.6,1.3,0.6,4.5,830.9,15.7,5.3,24.7,NA,33.2,NA,26,8.6,45,41.8,1,1,0.113512992644461,0.16297819034465,0.0196254777888414,0.118170430090258,0.0248289596248354,0.025182282465551,0.0553432049593679,0.0576879838113898
"1371",79.4,"Pope","MN",11252,17,8.3,22.1,57.4,16.9,3.6,99,0.3,0.2,0.4,0.7,786.9,NA,5,12.7,NA,NA,NA,12.7,8,80,35.5,1,1,0.0981158905083541,0.195076430856737,0.0171525062211162,0.1271773906861,0.0207074297902595,0.0111980092428013,0.0567899040170636,0.0543014575186633
"1372",78,"Ramsey","MN",494920,3177,10.7,26.3,61.3,10.2,2.2,78.3,9.3,0.9,9.1,5.7,750.8,10.8,5.5,17.6,73.6,21.3,21.2,20.6,4.7,143.5,61.8,0,1,0.110383496322638,0.136482663864867,0.0214721571163016,0.0804008728683424,0.0229249171583286,0.0129455265497454,0.0538390042835206,0.0548169401115332
"1373",78.3,"Red Lake","MN",4317,10,9,22.5,59.1,14.8,3.7,98.1,0.2,1.5,0.1,0.9,808.3,NA,NA,NA,NA,NA,NA,NA,NA,0,23.2,1,1,0.0759786889043317,0.169562195969423,0.0180681028492008,0.146629603891591,0.0354412786657401,0.0111188325225851,0.0565207319898077,0.054435950891823
"1374",78.9,"Redwood","MN",16022,18,8.4,24.7,55.5,15.3,4.4,93.4,0.3,3.8,1.9,1,784.1,16.5,5.6,NA,NA,13.2,NA,NA,7,49.9,37.4,1,1,0.105105479965048,0.198726750717763,0.0199101235800774,0.134627387342404,0.0202846086630883,0.0133566346273873,0.0549244788415928,0.0521782548995132
"1375",79.1,"Renville","MN",16764,17,9,24.9,56.5,14.8,3.8,98.6,0.1,0.8,0.3,6.4,806.4,19.3,5,16.9,81.4,NA,NA,21.4,11.6,29.8,47.7,0,0,0.0953829634931997,0.181221665473634,0.0158673347649726,0.129026485325698,0.0249343832020997,0.0111548556430446,0.0548795036984013,0.0530899546647578
"1376",79.4,"Rice","MN",60949,122,7.2,25.2,63.4,9.7,1.7,95.2,1.7,0.5,1.7,6.9,767.3,10.8,5.5,15.4,75.7,24.6,27.4,23.9,5.2,85.3,39.4,1,1,0.0834304090305009,0.105826182546063,0.0128303991862049,0.0901081231849579,0.022887988318102,0.018047876093127,0.0549311719634448,0.0648082823344107
"1377",80.3,"Rock","MN",9520,20,7.6,24.4,56.8,15.1,3.7,97.7,0.8,0.5,0.9,1.4,757.7,NA,NA,NA,NA,NA,NA,NA,NA,126.1,31.5,1,1,0.088655462184874,0.18813025210084,0.0183823529411765,0.124054621848739,0.0165966386554622,0.0092436974789916,0.0551470588235294,0.0542016806722689
"1378",78.1,"Roseau","MN",16495,10,6.4,27.3,60.4,10,2.3,95.6,0.2,1.8,1.9,0.5,795.2,NA,5.8,13.5,NA,NA,NA,NA,6.7,48.5,42.4,1,1,0.0780842679599879,0.124461958169142,0.0140648681418612,0.113670809336162,0.0319490754774174,0.0121855107608366,0.0531676265535011,0.0535919975750227
"1379",77.8,"St. Louis","MN",197179,32,10.5,22.2,62,12.8,2.9,94.8,1,2.2,0.7,0.8,837.3,12,5.7,16.9,76.4,18.5,24.2,21.5,6,135.9,68,0,1,0.0883714797214714,0.155762023339199,0.0270262046161102,0.085607493698619,0.0260778277605627,0.0155797524077108,0.056851895992981,0.059189873160935
"1380",79.2,"Scott","MN",119825,336,3.8,29.2,64.8,5.2,0.8,91,1.7,0.7,5,3.5,755.6,6.7,4.3,13.9,77.5,21,17,16.1,3.5,65.1,25,1,1,0.0645608178593783,0.0474191529313582,0.00626747339870645,0.0562153139995827,0.0189526392655957,0.00985604005841853,0.051675359899854,0.0537033173377843
"1381",78.2,"Sherburne","MN",81752,187,4.6,27.7,65.2,6.2,0.9,96.4,1.2,0.4,1.1,1.8,829.4,10.7,4.7,20.4,76,24.1,19.6,17.3,6.2,31.8,20.8,1,1,0.0641574518054604,0.0585062139152559,0.0102260495156082,0.0622614737254134,0.0233755749094823,0.00993247871611704,0.0527693512085331,0.0579435365495645
"1382",79.2,"Sibley","MN",15237,26,8,25.9,57.8,13,3.3,98.6,0.2,0.4,0.5,5.9,741.9,NA,NA,NA,NA,NA,NA,NA,7.1,32.8,32.8,1,1,0.113670670079412,0.154426724420818,0.0135197217299993,0.138347443722518,0.0248736627945134,0.0133884622957275,0.0541445166371333,0.0532257005972304
"1383",80.8,"Stearns","MN",142654,106,8,25.4,63.1,9.7,1.8,95.3,1.5,0.3,1.9,1.7,614,9.2,4.8,16.1,77.1,18.9,18.9,18.5,3.9,111.5,58.2,1,1,0.0743196825886411,0.117402946990621,0.0177912992275015,0.0837270598791481,0.0243386095027129,0.0119870455788131,0.0546987816675312,0.06419728854431
"1384",79.8,"Steele","MN",35755,83,6.8,26.3,60.8,10.8,2.2,96.3,2.2,0.1,0.8,4.4,750.1,8.4,4.4,21.7,74.4,16.3,20.5,17.2,4.8,97.9,50.3,1,1,0.0751782967417144,0.127254929380506,0.0132568871486505,0.0869808418403021,0.0227940148231017,0.0113270871206824,0.0538386239686757,0.0548454761571808
"1385",78.7,"Stevens","MN",9826,17,8.6,23.5,59.8,12.8,3.9,95.2,1.4,1.1,1.6,1.3,672.4,14.8,5.6,NA,NA,NA,NA,NA,7,81.4,40.7,1,1,0.0633014451455323,0.16670059027071,0.0144514553226135,0.0910848768573173,0.0199470791776918,0.0142479136983513,0.0563810299206188,0.0718501933645431
"1386",79.4,"Swift","MN",11324,15,9.2,21.1,60.3,14,4.6,92.5,3.6,0.6,3,2.9,718,22.7,6,NA,NA,NA,NA,NA,10.5,61.8,44.2,1,1,0.0993465206640763,0.191010243730131,0.0173966796185094,0.139614977039915,0.0218120805369128,0.027375485694101,0.057311903920876,0.0527198869657365
"1387",79.7,"Todd","MN",24603,26,11.3,24.8,59.1,13.4,2.7,98,0.2,0.7,0.5,3.4,760.7,15.5,5.7,17.4,84.2,29.7,NA,23.8,6.9,73.2,24.4,1,0,0.147421046213876,0.147949437060521,0.0219891883103687,0.138031947323497,0.0259317969353331,0.0221924155590782,0.0549526480510507,0.055237166199244
"1388",78.7,"Traverse","MN",3810,7,10.4,22.1,50.5,21.1,6.2,95.1,0,4.3,0.4,1.4,709.1,NA,NA,NA,NA,NA,NA,NA,NA,0,26.2,1,1,0.118110236220472,0.264829396325459,0.0191601049868766,0.124409448818898,0.0183727034120735,0.0181102362204724,0.0569553805774278,0.0543307086614173
"1389",79.4,"Wabasha","MN",22200,42,6.3,24.3,60.5,12.4,2.7,98.6,0.3,0.3,0.6,1.9,744.5,17,6.6,13.5,NA,NA,NA,16.9,7.3,81.1,45,1,1,0.0844144144144144,0.159954954954955,0.0153153153153153,0.0973423423423423,0.0235585585585586,0.0128378378378378,0.0552702702702703,0.0546396396396396
"1390",78.1,"Wadena","MN",13650,26,11.9,24.8,54.7,17.4,3.2,98,0.7,0.7,0.3,0.8,881.4,11.4,6.4,NA,NA,NA,NA,NA,6.6,65.9,44,1,1,0.127545787545788,0.203296703296703,0.0280586080586081,0.137655677655678,0.0317216117216117,0.0218315018315018,0.0548717948717949,0.0537728937728938
"1391",79.8,"Waseca","MN",19330,46,8,24.2,62,11.3,2.4,96,2.4,0.6,0.8,3.1,741.8,6.9,5.1,11.2,NA,15,NA,NA,5.5,77.6,41.4,1,1,0.0785825142265908,0.139834454216244,0.0132436627004656,0.102741852043456,0.0243145369891361,0.0117951370926022,0.0551991722710812,0.0538023797206415
"1392",79.8,"Washington","MN",220426,563,4.7,27.4,64.2,7.5,0.9,90.7,3,0.4,4.3,2.5,764.5,8.3,5.1,15.1,73.9,20.2,22.2,20.2,4.6,111.6,45.8,0,1,0.0705270703093102,0.0554244962028073,0.00724052516490795,0.0387068676108989,0.0197435874170924,0.0132425394463448,0.0530336711640188,0.0538729550960413
"1393",78.9,"Watonwan","MN",11234,26,8.8,26.9,54.5,14.9,3.7,97.6,0.6,0.4,1.1,17.8,714.2,10,4.4,NA,NA,NA,NA,NA,4.8,35.6,44.5,1,1,0.153373687021542,0.196546199038633,0.0158447569877159,0.159070678298024,0.0218087947302831,0.0120170909738294,0.0533202777283247,0.0515399679544241
"1394",78.7,"Wilkin","MN",6802,9,8.2,25.5,58.2,13.1,3.3,97.9,0.3,0.8,0.3,1.9,805.7,NA,NA,NA,NA,NA,NA,NA,NA,0,58.8,0,1,0.0748309320788004,0.166862687444869,0.0202881505439577,0.103645986474566,0.0198471037930021,0.0102910908556307,0.0545427815348427,0.0541017347838871
"1395",79.4,"Winona","MN",49276,79,9.7,23.5,62.9,11.1,2.4,95.7,1,0.3,2.4,1.2,748,8.8,5.6,21.4,72.8,21.5,25.9,17.4,4.6,62.9,52.8,1,1,0.0896582514814514,0.126288659793814,0.0172497767675948,0.0959087588278269,0.0207809075411965,0.011486321941716,0.056234272262359,0.0692832210406689
"1396",78.9,"Wright","MN",110730,168,4.9,28.4,63.1,7.3,1.1,96.9,0.6,0.4,1.1,1.7,767.2,8.4,5.2,16.9,79.9,24.5,25.6,24.8,2.9,46.1,25.3,1,1,0.0619434660886842,0.0798157680845299,0.0116951142418495,0.0743249345254222,0.023101237243746,0.0123001896505012,0.0522803215027544,0.0553147295222614
"1397",79.5,"Yellow Medicine","MN",10449,14,8.5,24.9,55,15.6,4.5,96.9,0.2,2.5,0.2,2.4,719.5,18.9,4.6,NA,NA,NA,NA,NA,7.1,76.6,57.4,1,1,0.111015408173031,0.221743707531821,0.0191405876160398,0.124222413628098,0.022585893386927,0.0142597377739497,0.0549334864580343,0.0518709924394679
"1398",72.6,"Adams","MS",32099,70,22.3,26.1,57.9,14.2,1.8,43.5,55.7,0.1,0.3,0.8,1080.1,27.1,7.2,30.1,80.5,28.2,47.1,25.3,12.2,102.8,46.7,0,1,0.204959656064052,0.158758839839247,0.0385681796940715,0.177139474749992,0.0419327704912926,0.0367612698214898,0.058475341910963,0.0443004454967444
"1399",73.8,"Alcorn","MS",35306,88,16.2,23.8,61,13.5,1.6,87.7,11.4,0.1,0.4,1.8,1080.2,22.4,7.5,33.3,74.4,24.1,30.8,25.9,8.9,42.5,51,0,1,0.130827621367473,0.139154817877981,0.058148756585283,0.221180535886252,0.0341018523763666,0.0522290828754319,0.0600747748258086,0.0436469721860307
"1400",74.2,"Amite","MS",13435,18,18.5,23.7,60.2,14.1,2,57.6,42,0.1,0.1,1.5,922.6,25.4,8.1,29.6,81.8,34.5,NA,25.3,9.6,7.4,0,0,0,0.180721994789728,0.135318198734648,0.0385560104205434,0.2215854112393,0.0347599553405285,0.0331224413844436,0.060215854112393,0.0462969854856718
"1401",72.7,"Attala","MS",19552,27,20,25.5,58,14.3,2.2,58.6,40.6,0.2,0.3,1.6,1054.1,30.1,7.7,30.8,87.3,28.4,NA,18.5,11.4,61.4,30.7,0,0,0.196552782324059,0.157784369885434,0.045161620294599,0.244373977086743,0.0347279050736498,0.036620294599018,0.0589198036006547,0.0450593289689034
"1402",73.6,"Benton","MS",7852,19,20,26.4,57.8,13.7,2.1,64.5,34.7,0.5,0.1,1.1,1077.2,NA,7.8,NA,NA,NA,NA,NA,12,12.7,0,0,0,0.195491594498217,0.150280183392766,0.0532348446255731,0.273560876209883,0.0417727967396842,0.0356597045338767,0.0580743759551707,0.04381049414162
"1403",71.4,"Bolivar","MS",38641,44,27.3,29.2,60.2,9.1,1.5,33.5,65.7,0.1,0.5,1.2,1184.9,19.6,6,31.3,82.8,34,35.6,21.9,10.4,49.2,31.1,0,1,0.236406925286613,0.111254884707953,0.0427266375093812,0.199477239201884,0.04148443363267,0.0319349913304521,0.0562873631634792,0.0522243213167361
"1404",74,"Calhoun","MS",14652,25,16.9,24.3,59,14.3,2.4,70.4,28.9,0.2,0.1,3.4,962.2,26.7,8,36.7,86.4,29.7,NA,28.3,10.6,41,20.5,1,0,0.161411411411411,0.154859404859405,0.0507780507780508,0.242014742014742,0.0337837837837838,0.0407452907452907,0.0597188097188097,0.0444307944307944
"1405",72.1,"Carroll","MS",10397,17,16.1,22.3,62.8,12.8,2.1,65.5,34.3,0,0.2,1,818.5,NA,6.5,29.4,86.9,28.9,NA,NA,8.1,38.5,9.6,0,1,0.18043666442243,0.120034625372704,0.0299124747523324,0.233721265749736,0.0356833702029432,0.0251995768010003,0.061363854958161,0.045974800423199
"1406",73.6,"Chickasaw","MS",19184,38,17.6,28.5,58,11.6,1.9,57.7,41.6,0.2,0.3,2.9,981.8,31.6,7.4,34.4,85.1,30,NA,26.4,11.9,36.5,20.9,0,0,0.178586321934946,0.144182652210175,0.0532735613010842,0.2581317764804,0.0407631359466222,0.0404503753127606,0.0566096747289408,0.0447247706422018
"1407",75.3,"Choctaw","MS",9572,23,21.7,25.6,58.5,13.8,2.2,68,31.4,0.4,0.2,0.9,871.9,NA,6.8,NA,NA,21.6,NA,22.2,9.2,31.3,31.3,1,0,0.168094442122858,0.114814040952779,0.0363560384454659,0.23380693689929,0.0316548265775178,0.0393857083159214,0.0590263267864605,0.0455495194316757
"1408",71.9,"Claiborne","MS",11492,24,25.5,29.3,59.8,9.2,1.7,15.2,84.3,0,0.4,0.9,1083.4,22.5,7.4,32.3,NA,NA,NA,12.4,7.7,17.4,17.4,0,0,0.196745562130178,0.0931082492168465,0.0319352593108249,0.154455273233554,0.0408980160111382,0.0283675600417682,0.0566481030281935,0.0576923076923077
"1409",74.7,"Clarke","MS",17670,26,18.9,25.9,58.5,13.7,1.9,66,33.7,0.1,0.1,0.7,929.8,26.9,8.7,37.9,NA,29.8,NA,17.3,12.5,17,17,0,0,0.164629315223543,0.146972269383135,0.0415959252971137,0.210752688172043,0.0338426711941143,0.032597623089983,0.0585172608941709,0.0434069043576684
