"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"2441","Cocke","TN",34929,22.4,63.4,12.8,1.4,96.3,2.1,0.4,0.3,1.2,45.8,2268,1771,72.7,1161.7,12.4,16.4,28.2,24.1451888489209,19.4,26.6,6.7,80,5747,4725,1678,17.2,9557,1229,1860
"2442","Coffee","TN",50869,24.6,60.2,13.6,1.6,94.1,3.7,0.3,0.9,3.2,80.6,3221,2606,75.4,1015.7,9.5,18.2,33.9,21.4,13.2,22.6,5.5,119,6406,7523,1500,49.1,9113,1377,1656
"2443","Crockett","TN",14595,24.7,59.9,13.2,2.1,85.9,13.4,0.2,0.2,7.4,27.4,922,749,73.4,1047.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.9,23.1128804587561,6.10639445300462,55,2488,2245,479,20.6,3441,509,554
"2444","Cumberland","TN",51346,20.4,56.5,21,2.1,98.4,0.4,0.2,0.3,1.3,77.9,3419,2592,76.9,832.5,7.5,28.2,28.5,28.7,14.1,24.9,7,75,6427,10037,1600,23.4,10297,1417,2182
"2445","Davidson","TN",575261,24.6,64.2,9.7,1.5,67.8,27.5,0.3,2.9,6.5,151.4,36379,29611,74.8,981.9,7.5,14.8,27.9,23.4,13.5,22.4,5.3,1145,67956,61686,12079,65.7,71487,14115,12465
"2446","Decatur","TN",11686,20.8,60,17.1,2.1,95.9,3.5,0.1,0.2,2.6,59.9,774,589,73.5,1040.1,15.3,17.3167541380702,26.5083862194016,10.7,15.1,23.1128804587561,6.10639445300462,35,1710,1791,395,25.7,3083,424,482
"2447","DeKalb","TN",18254,23,63,12.4,1.6,97.1,1.7,0.3,0.4,4.8,60.3,1179,936,73.8,1031.8,4.4,17.3167541380702,26.5083862194016,24.1451888489209,14.7,23.1128804587561,5.5,60,2607,2508,667,21.9,4499,567,896
"2448","Dickson","TN",45894,25.6,62.1,10.9,1.3,93.6,4.4,0.5,0.4,1.7,61,2866,2363,75,1018.9,7.3,22.3,37.1,24.9,11.6,32.3,5.7,94,5292,5321,1177,30.5,8369,1110,1282
"2449","Dyer","TN",37829,25.2,61.5,11.6,1.7,84.6,13.9,0.2,0.6,1.9,76.7,2374,1957,73,1101.8,9.9,26.9,33.1,29.4,15.3,32.8,6.6,74,4966,4866,1475,37,8522,1084,1332
"2450","Fayette","TN",34458,24,63.9,10.5,1.5,69.6,28.2,0.2,1.2,1.9,26.1,2199,1836,74.9,919.7,11.8,15.6,26.5083862194016,24.1451888489209,11.1,23.1128804587561,6.10639445300462,49,3848,2808,751,8.7,6836,1040,991
"2451","Fentress","TN",17159,22.9,62.7,12.7,1.7,99.4,0.2,0.1,0.1,0.7,40.8,1109,877,73.4,1153.3,9.1,17.3167541380702,26.5083862194016,24.1451888489209,20.2,23.1128804587561,6.10639445300462,34,3254,2411,1093,5.8,5118,503,1020
"2452","Franklin","TN",41003,23.1,61.6,13.5,1.8,92.9,5.5,0.2,0.6,1.9,68.3,2651,2237,75.9,927.1,5.1,17.3,35.8,24.6,12.5,36.3,5.4,74,4793,5605,1154,19.5,7219,1091,1426
"2453","Gibson","TN",48148,23.7,59.2,14.8,2.3,79.3,19.5,0.2,0.3,1.4,62.3,3082,2440,73.4,1121.7,7.3,22.7,38.2,28.6,13.7,34.9,6.6,80,5725,8053,1789,35.3,9712,1776,1734
"2454","Giles","TN",29297,23.7,61.6,12.8,1.9,87.2,11.3,0.3,0.5,1,61.4,1877,1533,75.4,1018.5,8.7,26.6,36.3,24.1451888489209,12.9,27.1,5.1,48,3629,4164,943,27.3,5492,992,976
"2455","Grainger","TN",22283,22.6,63.8,12.3,1.3,98.7,0.6,0.1,0.1,1.3,4.5,1445,1125,74.2,1074.8,4.4,17.3167541380702,26.5083862194016,16.4,15.8,23.1128804587561,5.2,79,2971,2854,1073,9,6275,591,1219
"2456","Greene","TN",65318,22,62.4,14,1.6,96.8,2.1,0.2,0.3,1.6,73.5,4272,3371,74.2,1032.3,10.6,24.2,43.2,29.3,14.1,27.3,6.6,105,7814,9773,2868,27.6,13990,2740,2918
"2457","Grundy","TN",14608,24.5,60.8,12.9,1.8,99,0.3,0.2,0.2,1,27.4,924,741,73.5,1101.5,9.5,17.3167541380702,26.5083862194016,24.1451888489209,20.2,23.1128804587561,6.10639445300462,41,2694,2023,739,20.5,4463,444,832
"2458","Hamblen","TN",59898,23.7,62.4,12.6,1.3,93.7,4.1,0.3,1,9.2,90.2,3829,3032,74.9,1031.9,13.3,27.1,41.6,25.9,13.9,26.6,8.9,372,7559,7484,2094,50.1,12685,1745,3985
"2459","Hamilton","TN",310935,23.6,62.3,12.3,1.8,76.4,20.6,0.3,1.6,2.3,129,19950,16374,75.4,944.4,8.6,17.3,27.3,25.2,13.3,22,5.6,573,35600,42765,8304,59.2,40725,7598,7092
"2460","Hancock","TN",6704,21.7,63.3,13.4,1.6,99,0.5,0.1,0.1,0.4,29.8,440,350,74.2,1104.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23.9,23.1128804587561,6.10639445300462,30,1232,836,296,0,2093,222,323
"2461","Hardeman","TN",28170,23.1,64.4,10.9,1.5,58.1,40.6,0.2,0.5,1.2,21.3,1819,1502,73.9,1029.9,12.9,27.1,26.5083862194016,24.1451888489209,18.4,20.5,8.6,42,3896,3448,1172,28.4,6419,973,898
"2462","Hardin","TN",25930,22.3,61.4,14.6,1.6,95.2,3.7,0.3,0.3,1.1,42.4,1688,1329,73.8,1048,10,25.2,34.7,24.1451888489209,17.3,31.8,4.3,45,4117,3706,1052,30.9,6041,825,1426
"2463","Hawkins","TN",56196,22.5,63.2,12.7,1.6,97.4,1.7,0.1,0.3,0.8,40.9,3647,2824,75.6,947.1,10.1,24.8,42.1,18.3,14.1,24.6,6.7,115,6274,6961,2367,16,11775,1555,2529
"2464","Haywood","TN",19656,26.9,59.6,11.4,2,49,50.5,0.1,0.2,3.7,50.9,1206,1008,73.9,1045.7,9.1,17.3167541380702,26.5083862194016,24.1451888489209,17.1,18.6,5.6,37,3553,2245,591,40.7,4409,781,771
"2465","Henderson","TN",26425,24.4,61.9,12.1,1.5,91,8,0.1,0.2,1.1,34.1,1674,1335,73.5,1115.4,3.5,21,26.5083862194016,18.5,12.9,26.7,4.6,51,2882,3722,1052,22.7,5559,951,1052
"2466","Henry","TN",31511,21.5,60.1,16.1,2.2,90,8.6,0.2,0.4,1.1,66.6,2070,1606,74,1068,10.6,27,39.2,34.4,14.6,22.9,4.9,56,4285,5522,1213,38.1,6628,1058,1181
"2467","Hickman","TN",23793,23.8,63.3,11.3,1.5,94.4,4.4,0.5,0.1,1.3,16.8,1521,1236,74.4,1060.4,9.7,21.3,26.5083862194016,24.1451888489209,14.7,23.1128804587561,6.10639445300462,39,2979,2741,776,21,5821,611,796
"2468","Houston","TN",7988,24,59.2,15.1,1.7,96.1,3.3,0.1,0.1,2.1,25,509,401,74,992.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.4,23.1128804587561,6.10639445300462,40,1162,1261,283,25,1649,327,282
"2469","Humphreys","TN",18212,23,61.2,13.9,1.9,95.8,3.2,0.2,0.4,1.2,32.9,1175,922,74.4,1027.7,11.1,17.3167541380702,26.5083862194016,14.2,12,23.1128804587561,6.10639445300462,34,2299,2750,532,11,3585,688,730
"2470","Jackson","TN",11072,21.1,63.1,14.3,1.6,98.8,0.6,0.1,0.2,1,18.1,732,558,74,1123.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.8,23.1128804587561,6.10639445300462,36,1815,1317,421,18.1,3094,447,571
"2471","Jefferson","TN",48394,22.8,63,12.8,1.4,96.4,2.1,0.4,0.4,2.1,43.4,3140,2598,75.5,957.7,11.2,20.4,39.2,25.2,13.4,38.5,5.6,177,5713,7190,1893,24.8,9594,1359,2383
"2472","Johnson","TN",18116,18.3,65.6,13.9,2.2,96.4,2.9,0.3,0.1,0.8,38.6,1237,927,75.5,979.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.3,23.1128804587561,7.9,61,2594,2742,974,16.6,5645,571,789
"2473","Knox","TN",404972,23.3,64.1,11.1,1.5,88.2,8.7,0.3,1.6,1.7,142,26096,21956,76,929.8,9,15.1,25.6,22.4,12.7,23.5,5.6,796,38623,48351,10476,52.6,47479,8894,15426
"2474","Lake","TN",7583,18.5,68,12,1.4,65.9,33.2,0.4,0.2,0.9,26.4,517,436,73.9,1247,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,26.3,23.1128804587561,6.10639445300462,46,980,963,282,13.2,2323,216,440
"2475","Lauderdale","TN",26795,25.1,63,10.2,1.7,63.9,34.7,0.6,0.4,1.3,26.1,1683,1409,72.4,1120.1,7.1,20.5,38.5,24.1451888489209,17.8,23.1128804587561,6.6,57,3737,3268,1043,18.7,6661,874,1004
"2476","Lawrence","TN",41101,25.7,59.2,13.2,1.9,97.2,1.6,0.3,0.3,1.3,43.8,2564,2102,74.8,955,13.3,31.2,37.3,32.7,14.4,34.7,7.3,67,5012,6378,1561,19.5,9465,1763,1579
"2477","Lewis","TN",11435,25,61.3,12.4,1.3,97.4,1.8,0.1,0.3,1.2,26.2,721,590,75,1041.9,6.5,17.3167541380702,26.5083862194016,24.1451888489209,14.9,23.1128804587561,6.10639445300462,41,1674,1356,390,26.2,2349,496,494
"2478","Lincoln","TN",32392,23.1,61.1,14,1.8,91.1,6.9,0.5,0.4,1.8,61.7,2091,1678,74.1,1009.3,8.4,16.1,39.4,31.7,13.2,31.3,4.2,57,3681,4880,830,21.6,6802,786,1146
"2479","Loudon","TN",43387,21.6,60.2,16.6,1.7,97.2,1.3,0.3,0.3,3.4,46.1,2849,2180,76,938.1,13,18.6,27.5,25.6,10.4,25.9,6.9,190,4403,7518,1421,25.4,7593,968,1490
"2480","McMinn","TN",51327,23.4,62,13,1.6,93.5,4.5,0.3,0.7,2.3,72.1,3296,2642,75.5,991.5,10.1,26.8,33.6,24.7,13.8,27.2,7.8,119,6558,6839,1818,33.1,10871,1454,2087
"2481","McNairy","TN",25285,24.1,59.6,14.5,1.8,92.6,6.3,0.2,0.2,1.1,55.4,1608,1263,73,1083.5,7.9,20.2,26.5083862194016,20.6,15.6,28.1,5.2,45,3199,4230,1272,23.7,5518,739,1341
"2482","Macon","TN",21549,24.6,63.1,11,1.3,98.6,0.6,0.3,0.3,2.8,23.2,1364,1107,74.6,1037.7,4.8,17.3167541380702,26.5083862194016,24.1451888489209,14.9,23.1128804587561,6.10639445300462,70,2965,2364,705,13.9,5841,585,1217
"2483","Madison","TN",94916,26.6,61.3,10.4,1.7,63.9,34.3,0.2,0.8,2.3,144.3,5869,5046,75,953.5,7.4,21.6,30.3,30.3,14,19.5,5,170,11841,10952,2708,57.9,13000,2598,2366
"2484","Marion","TN",27757,23.3,63.1,12.3,1.2,94.8,4.1,0.3,0.3,0.8,43.2,1786,1417,73.4,1111.1,13.7,25.2,38.8,27.8,13.7,25.6,8.4,56,3140,3360,1068,14.4,6832,810,982
"2485","Marshall","TN",28372,24.4,63.1,10.9,1.6,91.6,7.5,0.2,0.2,3.6,28.2,1800,1466,75.1,993.7,9,26,34.7,24.1451888489209,11.1,23.1128804587561,7.3,76,3020,3257,752,24.7,5087,807,917
"2486","Maury","TN",76292,25.5,62.7,10.5,1.3,84.8,13.3,0.4,0.6,4.2,77.3,4782,3947,75.1,1025,8,21.5,30.7,25.8,11.6,26.7,4.9,124,8490,8868,1883,36.7,11278,2133,2347
"2487","Meigs","TN",11657,23.9,63.2,11.8,1.1,97.4,1.8,0.3,0.2,0.7,17.2,744,590,75,1014.4,2.6,16.9,26.5083862194016,24.1451888489209,15.9,23.1128804587561,4.5,60,1537,1395,498,8.6,2943,351,602
"2488","Monroe","TN",43185,24.3,61.8,12.3,1.6,95.7,2.1,0.3,0.7,2.6,34.7,2745,2241,74.3,963.4,9.1,26.4,34.5,24.1451888489209,14.9,32.5,7.6,68,5651,5248,1606,16.2,9772,1099,1738
"2489","Montgomery","TN",147202,29.6,62.3,7.3,0.8,74.4,20,0.5,2.2,5.2,56.4,8729,7832,75.7,941.9,6.6,12.4,24.7,20,12.3,27.1,6.1,273,17192,10643,2376,42.1,14086,3233,3309
"2490","Moore","TN",6024,22.2,62,13.8,2,96,3.4,0.1,0.2,0.7,16.6,394,313,75.4,791.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.7,23.1128804587561,6.10639445300462,47,596,491,78,0,997,140,166
"2491","Morgan","TN",20157,22,65,11.6,1.4,96.8,2.5,0.2,0.2,0.8,14.9,1317,1049,74.2,1005.5,8.4,17.3167541380702,26.5083862194016,24.1451888489209,16.5,23.1128804587561,6.10639445300462,39,2460,1941,816,14.9,5133,624,1086
"2492","Obion","TN",32213,23.3,61,13.7,2,88.9,10.2,0.1,0.3,3.2,59,2069,1623,73.9,990.5,4.3,23.3,41.9,27.5,12.8,29.6,6.1,59,4023,5149,1203,34.1,6499,946,1210
"2493","Overton","TN",20523,22.6,61.3,14.3,1.8,98.3,0.8,0.3,0.2,0.8,63.3,1332,1039,73.4,1096.9,7.9,25.3,26.5083862194016,24.1451888489209,15.7,23.1128804587561,7.6,47,2750,2830,908,14.6,5938,565,1059
"2494","Perry","TN",7574,23.6,59.9,14.5,1.9,96,2.8,0.2,0.5,1.1,26.4,485,392,73.5,1075.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.2,23.1128804587561,6.10639445300462,18,951,1159,326,13.2,1879,241,282
"2495","Pickett","TN",4821,21.2,59.8,17.4,1.6,98.5,1.2,0,0,1.1,0,318,248,74,1025,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.7,23.1128804587561,6.10639445300462,30,829,690,209,0,1274,160,220
"2496","Polk","TN",15944,22.5,62.6,13.7,1.3,98,0.8,0.1,0.2,0.8,69,1035,792,74.3,1114.4,8.2,18.1,26.5083862194016,24.1451888489209,14,23.1128804587561,5.1,37,2077,2557,831,25.1,4293,442,946
"2497","Putnam","TN",66580,23.6,62.7,12,1.6,95.9,1.9,0.3,1.2,4.4,78.1,4277,3832,75.8,978.4,6.6,15.6,26.2,20.1,14.2,28.9,5.2,166,8159,9549,2541,39.1,11717,1646,2382
"2498","Rhea","TN",29918,24.4,61.7,12.2,1.7,96.1,2.2,0.4,0.4,2.2,26.7,1901,1572,75,939.2,10.5,26.5,31.3,24.1451888489209,14.3,28.5,6.10639445300462,95,3525,4223,1068,33.4,6988,886,1290
"2499","Roane","TN",52889,21.5,61.8,15,1.7,95.2,2.9,0.2,0.5,0.9,43.5,3478,2678,75.3,974.1,10.1,24.5,34.9,25.5,13.2,23.9,5.5,147,5454,8441,2364,28.4,9545,1500,2663
"2500","Robertson","TN",60379,25.9,63,10,1.1,90.3,8.3,0.3,0.4,5.2,46.4,3757,3123,74.8,1032.9,7.8,15.2,32.8,28.1,9.7,24.6,6.1,127,6110,6354,1397,21.5,10080,1468,1467
"2501","Rutherford","TN",218292,26.6,65.6,7,0.8,84.6,11.3,0.3,2.7,4.8,53.1,13483,12149,76.2,931.2,7.3,15,26.6,25.1,9.2,24.6,5.9,353,19275,14304,3484,27.9,24777,4535,4119
"2502","Scott","TN",21868,25.6,62.6,10.5,1.2,98.5,0.4,0.2,0.2,0.6,41.2,1365,1126,74.2,1079.3,10.3,17.3167541380702,26.5083862194016,24.1451888489209,19.5,23.1128804587561,5.6,41,3799,2342,1333,9.1,5734,601,1248
"2503","Sequatchie","TN",12691,23.9,63,11.7,1.4,98.4,0.7,0.3,0.3,0.8,47.3,809,641,73.5,985.1,7,12.9,26.5083862194016,24.1451888489209,14.4,23.1128804587561,6.10639445300462,48,1572,1185,455,7.9,2920,322,444
"2504","Sevier","TN",79282,22.6,63.6,12.5,1.3,97.5,0.8,0.3,0.6,1.7,56.8,5145,4035,76.1,939.8,11.7,21.9,30.9,30.5,12.4,28.5,5.6,134,10677,9899,2280,20.2,14176,2682,2743
"2505","Shelby","TN",909035,28.4,61.8,8.6,1.2,45.6,51.3,0.2,2,3.4,116.1,54835,47598,73.2,1039.4,7.7,15.6,32,27.8,16.6,21.3,5.1,1205,135915,86276,20361,61.7,109960,27724,19155
"2506","Smith","TN",18647,24.1,63.1,11.2,1.7,95.7,3.1,0.4,0.2,1.7,53.6,1189,977,74.6,1038.7,10,20.4,26.5083862194016,24.1451888489209,11.9,23.1128804587561,4.7,59,2071,2322,561,10.7,4102,535,539
"2507","Stewart","TN",12969,23.1,62.3,13.2,1.4,94.8,2.6,0.6,1.5,1.2,23.1,837,671,74,1049.9,11.2,17.3167541380702,26.5083862194016,24.1451888489209,12.7,23.1128804587561,6.10639445300462,28,1504,1841,466,23.1,2310,438,461
"2508","Sullivan","TN",152716,21.5,61.8,14.8,1.8,96.5,2.1,0.2,0.5,0.8,141.4,10041,7680,75.8,986.6,11.9,22.4,33.7,25,12.8,23.8,6.5,370,16357,25153,5924,58.9,26586,3767,5019
"2509","Sumner","TN",145009,25.1,63.7,10,1.2,91.3,6.5,0.3,0.9,2.4,62.8,9126,7535,76.4,906.8,9.1,15.7,28.9,21.8,9.5,28.4,6,274,13942,13949,2957,31,19697,3326,4002
"2510","Tipton","TN",55998,26.8,62.9,9.3,1,79.1,19.1,0.4,0.5,1.6,32.1,3453,3003,74.2,1047.4,9.4,21.1,40.5,30.6,11.5,36.8,5.6,122,6457,5167,1285,25,9182,1682,1427
"2511","Trousdale","TN",7677,23.5,62.8,11.9,1.8,88.5,10.5,0.2,0.4,2.6,26.1,492,403,74.6,1085,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,12.9,23.1128804587561,6.10639445300462,67,959,824,253,13,2018,240,407
"2512","Unicoi","TN",17572,19.9,61.6,16.2,2.2,98.7,0.6,0.3,0.1,2.7,56.9,1177,883,75.5,966.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,12.8,23.1128804587561,4.3,94,1882,3182,904,11.4,4166,515,760
"2513","Union","TN",19076,24.3,63.9,10.7,1.1,98.4,0.6,0.1,0.2,1,10.5,1212,988,74.2,1039.3,8.5,17.3167541380702,26.5083862194016,24.1451888489209,16.8,23.1128804587561,6.10639445300462,85,2715,1653,724,10.5,5672,478,940
"2514","Van Buren","TN",5470,21.8,64.1,12.6,1.5,99.2,0.4,0.1,0.1,0.4,0,358,285,74.2,922.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.2,23.1128804587561,6.10639445300462,20,573,556,174,0,1457,217,273
"2515","Warren","TN",39753,23.9,61.8,12.8,1.6,95.4,3.2,0.2,0.6,6.7,52.8,2535,2019,75.5,967.6,8.5,30,26.5083862194016,24.7,15.3,30.7,9.7,92,5644,5582,1441,27.7,8963,1473,1563
"2516","Washington","TN",112507,22.1,63.6,12.7,1.7,93.8,4,0.3,0.9,1.8,255.1,7351,5986,75.5,964.9,8.1,23.2,34.5,21.3,13.6,27.6,6,345,12153,15795,3972,50.7,17686,2815,4105
"2517","Wayne","TN",16909,20.2,65.3,12.9,1.6,91.7,7.5,0.2,0.4,0.9,41.4,1130,902,75,977.5,7.2,17.3167541380702,26.5083862194016,24.1451888489209,17.3,23.1128804587561,5.2,23,2242,2006,593,17.7,4680,802,678
"2518","Weakley","TN",33732,22.7,62.6,12.5,2.1,90.4,7,0.1,1.9,1.4,59.3,2194,1957,76.1,930,8.7,27.7,26,26.3,14.7,26.5,7,58,4189,4537,940,32.6,6516,1078,1010
"2519","White","TN",24253,23,61.2,14.3,1.5,97.3,1.8,0.2,0.3,1.1,45.4,1565,1240,74.2,1084.7,10.9,17.3167541380702,26.5083862194016,24.1451888489209,14.8,23.1128804587561,8,64,3468,3733,987,24.7,5941,1056,1064
"2520","Williamson","TN",153595,26.4,65,7.8,0.8,92.1,5,0.2,2,3.4,144.5,9512,8087,78.8,805.3,5.6,7.9,17.8,15.2,5.1,17.2,3.5,264,11660,11884,1369,45.6,9935,2730,3619
"2521","Wilson","TN",100508,25.2,64.6,9.1,1,91.4,6.8,0.3,0.7,2.1,41.8,6318,5251,75.8,964.9,7.1,15.9,22.6,24,7.9,29.1,5.5,176,8813,8675,1795,20.9,12778,2330,2647
"2522","Anderson","TX",56408,21.2,66.9,10.1,1.8,75.3,22.6,0.7,0.7,13.1,58.5,3174,2438,72,1136.1,10.1,17.5,29.6,24.1451888489209,20.1,27.9,5.1,53,7081,6521,1170,39,14021,1289,1516
"2523","Andrews","TX",12748,29.5,57.4,11.8,1.3,96,1.9,1.1,0.8,43.9,70.6,648,566,75.5,934.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15,23.1128804587561,6.10639445300462,8,2343,1581,260,31.4,2464,277,444
"2524","Angelina","TX",81557,28.5,58.3,11.5,1.7,83.3,14.9,0.4,0.7,16.8,56.4,4189,3414,75,988.4,8.9,24,38.4,35.7,17.3,26.2,8.4,102,14269,10120,2546,35.6,14899,2198,1901
"2525","Aransas","TX",24640,22.9,56.5,18.5,2.1,93.7,2,0.6,2.6,21.7,44.6,1360,1029,75.2,913.3,16,17.3167541380702,26.5083862194016,24.1451888489209,18.5,23.1128804587561,6.10639445300462,98,4521,3835,514,16.2,4352,585,742
"2526","Archer","TX",9095,26.3,61.1,11.2,1.4,97.7,0.4,0.6,0.2,6.3,11,482,397,75.8,745.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.1,23.1128804587561,6.10639445300462,10,1144,969,103,0,1115,179,224
"2527","Armstrong","TX",2173,23.7,57.2,16.3,2.8,98.8,0.4,0.7,0,7.1,0,119,93,76,794.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.7,23.1128804587561,6.10639445300462,2,339,363,33,0,262,44,75
"2528","Atascosa","TX",43226,30.3,59,9.6,1.2,97,1.1,0.9,0.6,60.4,34.7,2171,1897,76.5,935.8,11.5,17.3167541380702,26.5083862194016,24.1451888489209,19,23.1128804587561,6.8,35,9030,3803,829,11.6,9065,957,1300
"2529","Austin","TX",26123,26.1,59,12.7,2.1,88.9,9.9,0.3,0.4,19.6,23,1386,1105,77,904.4,8.1,17.3167541380702,26.5083862194016,24.1451888489209,11.3,12.5,6.4,40,3865,3789,369,15.3,4393,581,744
"2530","Bailey","TX",6726,31.1,53.7,13,2.2,97,1.7,0.9,0.3,51.1,74.3,333,286,76.5,832.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,17.9,23.1128804587561,6.10639445300462,8,1665,1017,91,44.6,1541,181,114
"2531","Bandera","TX",19988,23.1,61,14.5,1.4,97.2,0.5,0.9,0.4,16.3,20,1102,852,78.1,785,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,12.4,23.1128804587561,6.10639445300462,25,3106,2628,353,10,2100,407,584
"2532","Bastrop","TX",69932,27.1,62.8,9,1,88.6,8.8,0.9,0.7,27.6,28.6,3657,2974,77,899.5,4.3,17.3167541380702,26.5083862194016,24.1451888489209,12.6,23.1128804587561,6.4,79,9100,6239,1075,15.7,10424,1572,1377
"2533","Baylor","TX",3843,23.2,54,18.8,4.1,94.9,3.4,0.8,0.9,9.7,52,212,160,75.6,995.9,11.9,17.3167541380702,26.5083862194016,24.1451888489209,16.7,23.1128804587561,6.10639445300462,4,778,935,110,26,798,90,133
"2534","Bee","TX",32873,23.5,66.4,8.9,1.3,87.7,10.7,0.6,0.8,55.6,33.5,1807,1575,76.6,842.7,11.2,17.3167541380702,26.5083862194016,24.1451888489209,24.6,23.1128804587561,6.10639445300462,37,5576,2994,587,24.3,5597,793,1010
"2535","Bell","TX",256057,33,57.8,8.1,1.2,71,21.5,0.9,3.4,18.3,121.1,12343,10598,76.7,871.8,7.9,16.7,27.3,25.3,14.8,31,5.6,242,40668,20751,3534,53.1,22934,5907,4137
"2536","Bexar","TX",1518370,29.5,60.2,9.1,1.2,88.2,7.4,1.1,2.1,56.4,94.6,76978,65712,76.9,849.8,9.1,19.2,26.1,30.6,17.6,19.5,6.1,1218,278220,144155,26490,61.2,214976,36141,42681
"2537","Blanco","TX",9110,24.3,63.5,10.4,1.8,97.7,1,0.5,0.2,17.5,32.9,494,385,77.8,826.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.5,23.1128804587561,6.10639445300462,13,1400,2755,244,32.9,1202,181,205
"2538","Borden","TX",648,19.4,65.8,13.4,1.4,98.8,0.2,0,0,14,0,38,31,77,565.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,6.9,23.1128804587561,6.10639445300462,1,109,3495,699,0,72,18,26
"2539","Bosque","TX",18053,24.2,56.6,16.6,2.6,96,2.2,0.6,0.3,14.3,33.2,981,750,75.2,974.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.3,23.1128804587561,5.7,18,2899,3242,409,22.2,2979,408,446
"2540","Bowie","TX",90643,25.1,61.7,11.6,1.6,73.2,24.3,0.6,0.7,5.3,102.6,4865,3881,74.8,1020.5,5.8,19.7,32.5,24.8,17.5,28.5,7.7,102,13480,11441,2428,46.3,13667,2326,2589
"2541","Brazoria","TX",278484,28.7,62.4,8.1,0.8,84.3,10.1,0.6,3.9,24.8,85.5,14266,11767,76.1,944.2,3.8,16.9,25.2,32,11.5,22.8,5,201,38780,22281,3364,25.9,35966,7506,4806
"2542","Brazos","TX",156305,26.5,66,6.5,1,83,10.8,0.5,4.7,19.6,102.4,8329,9879,78.5,839.3,3.5,8.6,20.4,19.1,18.9,16.1,5.3,267,26643,10548,1437,39,14048,3454,4331
"2543","Brewster","TX",9079,24.4,61.1,12.9,1.6,95.6,2.1,1,0.5,42.8,66.1,493,453,76.8,837.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,17.5,23.1128804587561,6.10639445300462,1,1937,1264,138,22,1189,188,336
"2544","Briscoe","TX",1644,26.3,53.4,18.3,2.1,96.2,3.1,0.5,0,26.5,0,87,70,76.3,949.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.7,23.1128804587561,6.10639445300462,2,471,351,26,0,272,41,53
"2545","Brooks","TX",7687,31.2,53.1,14,1.7,98.6,0.5,0.8,0.1,91.3,13,381,333,78.5,936.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,29.5,23.1128804587561,6.10639445300462,8,2386,1184,196,0,2280,221,366
"2546","Brown","TX",38664,26.3,58,13.7,2,93.9,4.1,0.7,0.6,17.6,64.7,2054,1729,75.5,1004.1,14.3,23.5,22.2,24.1451888489209,18.1,24.3,5.4,41,6519,5790,1099,31,6308,851,1082
"2547","Burleson","TX",17238,26.1,57.5,14.2,2.2,84.2,14.2,0.6,0.3,16.2,23.2,915,726,76.6,849.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.5,23.1128804587561,6.10639445300462,26,2869,2605,356,11.6,3284,347,531
"2548","Burnet","TX",41676,23,56,18.3,2.7,96.4,1.7,0.7,0.4,16,52.8,2295,1717,77,819.5,6.7,20.2,28.9,20.7,11.9,23.1128804587561,6.4,42,5769,5645,549,28.8,6440,778,996
"2549","Caldwell","TX",36523,27.8,60.8,9.8,1.6,89.9,7.9,0.7,0.7,43.2,35.6,1894,1571,76.4,848.2,5.5,17.3167541380702,26.5083862194016,24.1451888489209,14.7,23.1128804587561,4,67,5905,3731,594,16.4,6656,816,718
