"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"111","Ashley","AR",23178,25.9,60.2,12,1.9,71.3,27.8,0.1,0.3,3.8,60.4,1468,1278,72.6,1076.7,7.7,18.5,35,30.2,17.8,29.7,8.2,25,3783,3354,909,34.5,4234,784,727
"112","Baxter","AR",40330,18.8,54.8,22.8,3.6,98,0.3,0.5,0.4,1,84.3,2785,2153,77,897.6,10.2,17.8,24.9,22.7,13.7,25.4,6.5,73,5191,9952,1597,34.7,6774,844,1854
"113","Benton","AR",186938,27.2,60.2,11.1,1.5,93.8,1.1,1.6,1.9,12.6,52.4,11631,10422,78,776.9,5.8,14.5,22.3,21.5,10,21.4,5.7,221,22708,21636,3486,31,23612,2760,4491
"114","Boone","AR",35793,23.5,59.4,14.9,2.1,97.7,0.3,0.7,0.4,1.5,95,2334,1938,76.9,896.3,6.7,17.6,31.4,23.7,15.3,25.1,5.8,61,5033,5915,1642,44.7,5761,798,1385
"115","Bradley","AR",12192,23.4,59.5,14.9,2.2,71.2,28.2,0.3,0.1,10.2,73.8,797,699,73.3,1080.4,8.5,18.9,30.9,25.2,20.3,23.7,7.1,19,2467,1945,469,24.6,2741,417,450
"116","Calhoun","AR",5589,23.5,61.1,13,2.4,76.6,23.2,0,0,2.1,17.9,365,306,73.3,1021.1,3.5,17.9,26.5083862194016,24.1451888489209,14.5,23.1128804587561,6.2,9,846,683,198,0,1217,177,245
"117","Carroll","AR",26999,24,60.1,14.2,1.7,97.3,0.3,0.7,0.7,13.5,55.6,1750,1459,76.9,824.8,5.1,19.8,28.7,21,15.4,28.5,6.4,43,5529,3851,742,22.2,5234,574,1005
"118","Chicot","AR",13027,26,58.3,13.6,2,45.2,53.9,0,0.6,4,61.4,824,737,73.9,1134.1,15.6,30.9,33.5,21.9,27.9,27.4,6.1,20,3200,2074,562,30.7,3042,482,403
"119","Clark","AR",22916,24.4,61.3,12.1,2.1,75.3,22.3,0.5,1.1,3.9,61.1,1490,1575,75.5,975.4,6.3,18.4,30,20.8,17.2,16.2,6.9,26,3575,3342,669,52.4,3384,631,687
"120","Clay","AR",16578,23,57.9,16.3,2.7,98.2,0.3,0.7,0.2,1,48.3,1088,893,75,1032,10.2,31.9,39.1,29.7,17.1,34.6,7.8,26,2567,3220,669,42.2,4573,570,620
"121","Cleburne","AR",25391,20.5,57.8,19.4,2.2,98.2,0.5,0.3,0.2,1.7,55.1,1719,1387,76.4,869,8.6,21.2,29.4,25.1,14.4,21.9,7.8,46,3723,4899,877,19.7,4623,515,781
"122","Cleveland","AR",8903,24.7,61,12.6,1.7,85.7,13.5,0.4,0.1,1.8,0,572,497,73.3,977.5,11.3,26.2,26.5083862194016,26.8,14.2,25.2,7.9,15,1173,1154,284,11.2,1610,236,278
"123","Columbia","AR",24695,25.3,58.8,13.5,2.4,62.3,36.6,0.3,0.4,1.6,60.7,1583,1501,74.3,1013.9,9.2,21.9,27.5,23.8,20.3,23.2,7,32,3610,3903,959,44.5,4087,670,764
"124","Conway","AR",20739,25.1,59.3,13.5,2.1,85.5,12.5,0.5,0.5,2.4,72.3,1328,1148,75.2,949.3,4.9,23.3,29.9,26.5,16.5,32.2,6.7,37,3085,3639,1143,19.3,3729,470,745
"125","Craighead","AR",86735,25.8,62.5,10.3,1.4,88.3,9.7,0.4,0.7,3.1,121.1,5507,5147,75.3,997.6,6.2,20.6,29.9,29.1,15.9,25.1,7.2,122,11601,9544,2461,40.4,12563,2021,2813
"126","Crawford","AR",57630,27.1,61,10.8,1.1,93.4,1.1,2.1,1.4,4.6,46.9,3596,3209,74.6,1027.5,5.8,19.4,27.5,21.1,14.2,27.5,6.6,97,9011,6240,2432,17.4,10684,1095,1988
"127","Crittenden","AR",51882,31.2,59,8.7,1.1,49.2,49.4,0.3,0.6,1.9,38.5,3063,2882,71.1,1241.2,11.5,22.4,29.1,30,22.5,25,6.7,85,10083,4651,1525,34.7,9689,1421,1609
"128","Cross","AR",19237,26.8,60,11.6,1.5,75.5,23.4,0.3,0.4,1.1,26,1205,1080,73.2,1079.4,9.6,22.3,35.8,30.2,19.6,32.8,7.1,31,3311,2404,617,41.6,3975,625,627
"129","Dallas","AR",8524,25.2,58.3,13.9,2.6,58.2,40.7,0.3,0.4,2.4,46.9,545,481,73.6,1122.3,14.7,18.4,26.5083862194016,24.1451888489209,18.7,14.8,4.7,13,1540,1404,320,46.9,1883,268,373
"130","Desha","AR",14358,28.2,57.5,12.1,2.2,52.1,46.8,0.3,0.4,3.8,34.8,884,781,74.4,1046.9,10.3,20.6,26.5083862194016,27.5,23.2,21.5,5.7,19,3217,2023,496,27.9,3236,519,448
"131","Drew","AR",18693,25.6,61.3,11.5,1.6,71.2,27.5,0.2,0.5,2.6,32.1,1192,1157,73.9,1026.8,4.5,16.6,28.3,21.6,18.4,28.2,5.1,23,3227,2120,534,32.1,3160,698,611
"132","Faulkner","AR",97147,27,63.4,8.5,1.1,88.3,9.3,0.5,0.8,2.5,63.8,6103,6187,77.3,894.9,4.8,16,24.4,23.6,12.8,19.8,6.4,150,10687,8617,2020,30.9,9862,2095,2010
"133","Franklin","AR",18218,24.6,59.2,13.9,2.3,96.7,0.7,0.8,0.9,2,16.5,1175,1025,75.7,935,4.7,19.7,28.7,27.4,16.4,31.7,6,30,2780,2481,800,16.5,3543,352,646
"134","Fulton","AR",11934,21.3,57.2,18.7,2.7,98.1,0.3,0.6,0.2,0.7,50.3,801,641,74.9,889.5,6.8,18.6,25.9,27.6,18.2,30.9,8.2,19,2113,2291,681,16.8,2394,249,457
"135","Garland","AR",93551,21.9,57.4,18,2.7,89.3,7.9,0.7,0.6,3.3,80.2,6223,5049,74.8,975.6,8,21,25,22.3,16,28.3,6.7,138,14158,20137,2990,49.2,14398,2153,2327
"136","Grant","AR",17348,23.8,63.6,11.2,1.5,95.8,3.1,0.5,0.2,1.7,40.4,1131,977,73.6,963.9,4,20.4,35.8,31.6,10.9,33.7,8.6,27,2038,1924,467,17.3,2709,393,539
"137","Greene","AR",39401,25.3,60.9,12.2,1.6,97.8,0.3,0.4,0.2,1.5,58.4,2512,2175,73.5,1006.3,9.9,26.2,31.7,29.5,15.4,31.7,8.3,68,4636,5115,1383,22.8,7353,1027,1411
"138","Hempstead","AR",23383,27,59.7,11.4,1.9,68.8,29.1,0.4,0.5,12,42.8,1461,1313,74.7,1000.9,10.3,26.9,29.8,24.4,19,26.2,8.1,32,4943,2849,666,29.9,4646,605,700
"139","Hot Spring","AR",31264,24.3,60.4,13.2,2.1,87.9,10.2,0.5,0.3,1.7,38.4,2022,1727,75.8,921.6,9.3,25.8,32.2,28.1,15,22.1,7.9,51,4327,4347,1036,16,5696,754,1131
"140","Howard","AR",14552,26.7,59.2,12,2.2,77.8,20.7,0.5,0.5,8.8,48.1,913,802,75,1017.6,12.7,18.6,34.2,26.1,15.7,25.9,7.4,25,2530,2185,484,34.4,2803,331,461
"141","Independence","AR",34737,24.3,60.9,13.2,1.6,95.5,2.1,0.4,1,2.5,83.5,2245,1954,75.2,997.2,7.2,20.1,30.8,26.9,14.9,26,7.2,45,4830,4880,1437,40.3,5702,1037,1191
"142","Izard","AR",13430,20.8,58.3,18.3,2.6,96.8,1.5,0.8,0.2,1.1,52.1,906,733,74.9,1020.7,13.5,25,34.6,28.5,18.1,24.5,6.8,23,2219,2685,683,44.7,2582,311,483
"143","Jackson","AR",17601,23.4,61.9,12.7,1.9,79.7,19.4,0.3,0.2,1.4,90.9,1154,1064,73.2,1080.2,8.1,34.9,41.3,31,20.6,24.4,7.8,28,3051,3500,951,34.1,3929,616,640
"144","Jefferson","AR",81700,26.9,60.3,11,1.8,46.2,51.9,0.3,0.9,1.2,94.2,5117,4676,73.2,1040.7,9.8,19.6,29.1,27.4,20.9,23.3,6.3,92,13485,10139,2675,37.9,13214,2714,2476
"145","Johnson","AR",24042,25.9,60.2,11.9,2,95.7,1.8,0.7,0.7,9.3,74.9,1521,1346,75.7,937.5,8.6,17.9,26.7,20.3,17.1,29,7.3,36,4420,3133,867,25,5110,504,891
"146","Lafayette","AR",8027,24.2,58.5,14.2,3.1,63.1,36.1,0.4,0.3,1.6,37.4,520,443,74.7,976.7,10.2,26.1,26.5083862194016,24.1451888489209,20.5,23.1128804587561,9.4,15,1636,1242,345,12.5,1903,231,322
"147","Lawrence","AR",17153,24.1,58.4,14.7,2.7,97.8,0.7,0.6,0.1,0.9,40.8,1112,970,74.6,1039.7,5.9,15.5,31.6,28.6,19,37.8,6.1,29,2836,3248,855,17.5,4230,537,751
"148","Lee","AR",11545,24.7,62,11.3,2,42.2,57.2,0.2,0.4,2.6,34.6,743,690,72.9,1064.7,9.3,17.3167541380702,26.5083862194016,24.1451888489209,29.1,23.1128804587561,6.10639445300462,19,2555,1498,399,17.3,3278,359,316
"149","Lincoln","AR",14262,21.3,66.6,10.3,1.8,66.1,32.9,0.4,0.1,1.8,7,957,872,74.4,916.4,9.3,16.8,26.5083862194016,24.1451888489209,23.4,23.1128804587561,7.8,25,1984,1448,373,0,3369,387,479
"150","Little River","AR",13227,24.2,59.7,14.1,2,76,21.2,1.2,0.2,2,30.2,855,726,74,978.8,6.7,18.6,25.9,22.1,15.4,33.7,7.8,25,2411,1952,459,30.2,2391,299,468
"151","Logan","AR",22944,24.9,59,14,2.1,95.7,1.3,0.7,0.8,1.6,34.9,1472,1265,75.5,973.2,8.1,28.4,34.5,29.5,16.4,34.3,8.8,32,3218,3516,1059,17.4,4675,470,772
"152","Lonoke","AR",60658,26.8,62.9,9.3,1.1,91.5,6.5,0.5,0.6,2.3,21.4,3804,3492,75,977.4,6.3,16.8,27.8,23.2,10.8,29.5,5.7,79,7148,5703,1461,18.1,8730,1228,1583
"153","Madison","AR",14962,24.8,60.9,12.6,1.8,97.2,0.2,1.2,0.3,3.9,33.4,962,838,75.7,934.9,4,21.2,28.3,22.4,17,31.5,6.4,18,2855,1929,565,20.1,3244,269,508
"154","Marion","AR",16735,20,58.6,18.9,2.4,97.7,0.3,0.7,0.2,1,17.9,1142,914,76.5,807.3,8.3,17.7,30.3,23.1,17.1,28.4,6,28,2906,2726,762,17.9,2940,319,781
"155","Miller","AR",43162,25.9,60.4,11.8,1.9,74.5,23.4,0.7,0.4,1.9,67.2,2732,2388,75.2,882.3,9.7,22.9,34,31,17.8,28.1,6.4,69,7040,5041,1281,37.1,7343,879,1296
"156","Mississippi","AR",47911,30.2,57.5,10.8,1.6,63.9,34.1,0.3,0.4,2.7,56.4,2869,2632,71.6,1205.4,7,25.6,42.5,29.3,22.3,28.5,8.3,53,10149,5809,1826,23,10477,1743,1831
"157","Monroe","AR",9302,26.6,55.7,15,2.6,59.3,39.3,0.2,0.3,1.7,21.5,584,517,72.9,1083.8,8.3,17.3167541380702,26.5083862194016,24.1451888489209,23.2,23.1128804587561,5.3,15,2198,1586,376,21.5,2194,257,365
"158","Montgomery","AR",9274,22.4,58.1,17.3,2.3,97.1,0.6,0.9,0.4,3.7,32.3,614,505,74.7,914.4,11.5,29.5,26.5083862194016,14,17.3,23.7,7.3,12,1862,1574,276,10.8,1971,201,362
"159","Nevada","AR",9550,24.9,59.1,13.5,2.5,66.6,32.7,0.4,0.1,2.2,31.4,613,536,72.6,1055.1,1.9,27.3,32.2,24.1451888489209,19.3,26.4,8.2,15,1614,1484,407,10.5,1958,251,387
"160","Newton","AR",8452,22.6,61.3,14.1,2.1,98.2,0.2,0.5,0.2,1.2,23.7,559,464,75.7,866.4,5.8,18.7,26.5,29.2,19.9,30.1,6.8,10,1734,1199,469,0,1763,175,369
"161","Ouachita","AR",27102,25,58.5,14,2.4,58.6,40.2,0.2,0.4,1.1,51.7,1739,1503,72.6,1090.3,6.6,19.2,33.4,27.6,18.6,22.6,7.2,37,4306,4559,1238,25.8,4832,862,709
"162","Perry","AR",10468,24.2,60.7,13.4,1.8,96.3,2,0.9,0.2,1.3,19.1,678,582,75.2,1033.1,12.3,29.7,33.2,28.2,14.8,23.1128804587561,7,19,1536,1525,468,19.1,1869,242,376
"163","Phillips","AR",24107,32.4,53.5,12.4,1.7,37.3,61.4,0.2,0.5,1.5,45.6,1401,1349,69.8,1231.5,8.8,18.3,45.2,28.9,28.4,20.9,6,35,6274,3517,971,20.7,5375,807,683
"164","Pike","AR",11038,24.3,58,15.3,2.4,94.2,3.9,0.8,0.3,4.9,45.3,714,608,75,911.2,2.9,33.1,30.8,23.5,15.6,23.1128804587561,6.8,18,2042,1725,347,18.1,2346,239,293
"165","Poinsett","AR",25349,26.3,59.6,12.6,1.5,91.8,7.4,0.2,0.2,1.8,19.7,1598,1388,72.4,1133,12.4,29.6,42.5,29.7,20.5,42.6,9.1,33,4594,3635,1113,23.7,6397,731,953
"166","Polk","AR",20176,25,57.2,15.6,2.3,96.5,0.3,1.5,0.3,3.8,59.5,1293,1104,74.5,988,7.9,22,30.2,24.8,19.1,21.9,8.3,23,4393,3421,694,34.7,3724,418,834
"167","Pope","AR",56580,26.1,60.8,11.4,1.6,94.4,3,0.6,0.8,3.8,79.5,3588,3425,76.1,912.8,6.5,19.2,23.2,28.4,16.5,26.6,5.8,70,8198,6394,2000,40.7,8098,1235,1749
"168","Prairie","AR",9113,22.4,60,15.1,2.5,84.8,14.5,0.4,0.2,0.9,43.9,603,493,72.9,973.6,7.2,23.3,26.5083862194016,25.8,15.4,17.8,8,14,1249,1377,327,0,2043,250,282
"169","Pulaski","AR",366463,26.3,61.9,10.3,1.5,62.5,34,0.4,1.6,3.1,165.1,23058,19911,74.8,952.5,6.7,16.7,23.6,22.3,15.1,21,6.2,475,52197,41918,11095,58.7,37662,8967,9942
"170","Randolph","AR",18465,23.4,59.4,14.9,2.3,97.4,1.2,0.6,0.1,1.2,59.6,1208,1049,75,917.7,6.5,21.6,40.3,24.3,17.2,34.2,10.4,28,2858,2834,726,32.5,3868,582,659
"171","St. Francis","AR",27902,28.3,60.2,9.9,1.6,48.2,50.5,0.3,0.7,5.2,46.6,1712,1545,71.7,1240,11.8,27.3,35.6,32.4,25.2,25.8,9.7,44,6002,3417,988,17.9,6191,913,980
"172","Saline","AR",91188,24.2,62.8,12,1.1,94.8,3.2,0.5,0.7,2,48.3,5906,5119,76.4,907.9,7.5,18.2,23.7,24.2,9.4,23.5,7,126,7970,7246,1776,16.4,10936,1884,2568
"173","Scott","AR",11150,26.1,58.8,13.4,1.8,95.4,0.5,1.2,2,7,17.9,705,603,74.5,987.3,10.2,23.4,34.4,20.7,18.9,28.4,6,12,2399,1690,597,26.9,2582,203,352
"174","Searcy","AR",7969,20.9,59.3,16.9,2.9,98,0.2,0.8,0.2,1.1,37.6,537,440,76.5,996.1,12.4,30.2,28.6,24.1451888489209,21.8,23.5,9,12,2118,1607,481,25.1,1819,163,363
"175","Sebastian","AR",118750,26.8,60.4,11.1,1.7,85.8,6.3,1.6,3.8,9.6,125.5,7421,6412,75.6,927,7.1,16.9,28,26.4,15.4,20.5,6.5,221,18572,13903,3931,55.6,18239,2451,3587
"176","Sevier","AR",16456,29.7,57.7,11,1.5,92.4,4.4,2,0.3,26.5,60.8,989,898,74,1023.1,8.2,21.4,42.4,25.1,17.8,26.1,5.7,29,3682,1968,422,18.2,3615,315,511
"177","Sharp","AR",17397,21.4,55.8,19.8,3,97,0.9,0.6,0.2,1.4,34.5,1165,933,74.6,953.7,6.7,27.4,35.2,23.7,19.9,26.1,8.3,29,3503,3935,885,17.2,3392,435,631
"178","Stone","AR",11716,21.6,58.6,17.9,1.9,97.7,0.3,0.4,0,1.1,42.7,784,639,76.5,940.8,9,24.6,29.4,21.6,18.4,22.8,7.6,19,2380,2097,602,17.1,2672,276,520
"179","Union","AR",44186,25.4,58.8,13.4,2.4,65.3,33,0.2,0.6,1.7,95.1,2817,2423,73.6,1036.4,9.1,21.5,30,27,17.7,25.8,7.3,43,6517,6737,1872,33.9,7565,1337,1421
"180","Van Buren","AR",16529,21,55.9,19.9,3.2,97.1,0.5,0.8,0.3,1.4,30.2,1112,899,76.4,886,8.2,27.4,35.4,29.6,17,28.8,8.1,23,2935,3410,646,24.2,3366,397,690
"181","Washington","AR",180357,27.5,63.1,8.4,1.1,91.2,2.7,1.4,2.6,12.2,88.2,11208,11062,76.7,902.1,5.5,13.9,21.9,18.6,13.8,21.4,6.2,190,26412,15960,4184,36.6,22441,3075,3552
"182","White","AR",71332,25.4,60.9,11.9,1.8,93.8,4,0.5,0.5,2.6,58.9,4559,4323,75.1,964,8.7,19.5,30.2,24.1,15.5,24.2,7.3,69,10331,9602,2200,30.8,12334,1898,2230
"183","Woodruff","AR",8098,25.2,58.6,13.6,2.5,70.4,28.7,0.2,0.2,0.9,49.4,518,438,72.9,1153.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23,23.1128804587561,8,14,1711,1342,363,24.7,2162,309,287
"184","Yell","AR",21391,26.3,59.1,12.6,2,95.4,1.5,0.7,1.3,17.1,51.4,1347,1179,74.7,991.8,8.9,21.3,31.6,25.5,15.6,27.9,7.9,23,4389,3068,994,23.4,5052,429,762
"185","Alameda","CA",1448905,26.2,63.3,9,1.5,56.9,13.8,0.7,24.9,20.3,117.4,74851,95364,78.1,751,5.3,11.9,20.7,18.4,10.7,15.6,6,1964,201483,137472,21231,64.9,168990,38900,26209
"186","Alpine","CA",1159,18.8,69.5,11,0.8,80.1,0.7,18.6,0.4,8.5,0,66,82,78.2,1012.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.1,23.1128804587561,6.10639445300462,2,252,123,25,0,97,44,159
"187","Amador","CA",38471,19,63.3,15.4,2.4,91.2,4.1,1.6,1.5,9.5,75.4,2180,2678,78.2,801.4,5.4,17.3167541380702,26.5083862194016,11.2,9.2,23.1128804587561,6.10639445300462,65,4245,6433,835,46.8,4523,905,2133
"188","Butte","CA",214185,24.4,60.7,12.2,2.7,89.2,1.6,1.9,4.2,11.6,71,11379,15957,76.5,878.8,4.3,14.3,25.8,23.7,15.8,17,7.1,131,37097,31037,6123,51.4,23834,6489,12091
"189","Calaveras","CA",46871,20.8,62,15.1,2.1,93.6,1,1.7,1.3,8.6,42.7,2600,3228,78.2,752.2,1.3,8.8,26.5083862194016,9,9.7,23.1128804587561,5.2,46,5932,7423,1131,23.5,4833,1206,2430
"190","Colusa","CA",21095,30.5,56.5,11.2,1.9,93.5,1,2.4,2.5,49.1,42.7,1034,1445,76.8,866.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13,23.1128804587561,6.10639445300462,18,4736,2295,410,23.7,4549,1249,830
"191","Contra Costa","CA",1017787,27,61.6,9.7,1.7,72.7,9.6,0.7,13.5,20.7,97.2,52118,67356,78.8,737.8,5.4,14.1,21,21.6,7.5,14.2,6,1414,119080,107242,14932,59.8,87405,24606,19668
"192","Del Norte","CA",28705,23.1,64.2,10.9,1.8,83.3,4.6,6.1,2.9,14.9,76.6,1546,2020,74.7,955.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.6,23.1128804587561,6.10639445300462,28,4711,3471,1029,45.3,5516,802,1486
"193","El Dorado","CA",176841,24,64.3,10.3,1.4,92.5,0.9,1,3.2,10.3,76.9,9422,12175,78.7,758.8,4.8,10.1,14.2,24,7.5,14.9,4.8,103,21522,22572,3618,48.1,13080,4194,4741
"194","Fresno","CA",877584,32.3,58,8.3,1.4,81.4,5.7,1.9,9,46.4,77.9,41867,59931,77.1,836.8,7.4,16.5,25.8,27.7,20.6,14.6,6.4,147,202484,79906,14666,39.4,164823,36776,24459
"195","Glenn","CA",27759,29.9,57.8,10.5,1.9,92.5,0.9,2.2,3,32.4,14.4,1370,1901,76.9,874.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.2,23.1128804587561,6.10639445300462,21,6275,3496,615,25.2,5297,985,1317
"196","Humboldt","CA",128376,23.2,64.3,10.7,1.9,87.5,1.1,5.4,2.1,7.4,89.6,6911,9299,75.5,952.7,8.5,12.5,22.3,23.8,15.6,20.1,7.7,36,21154,15737,4344,60.8,12731,3658,7815
"197","Imperial","CA",155823,31.9,57.8,9.1,1.2,90.6,4.2,1.9,2.6,75.1,32.1,7492,10772,77.5,777.3,13,36.7,26.5083862194016,24.1451888489209,19.8,6.6,8.4,37,43126,16132,2693,16.7,36849,9740,7760
"198","Inyo","CA",18156,22.7,59.2,15.5,2.6,86.2,0.4,10,1.4,15.9,121.2,983,1228,78.3,889.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.6,23.1128804587561,6.10639445300462,2,2941,3361,419,49.6,2247,453,1387
"199","Kern","CA",756825,32,59.1,7.8,1.1,85.8,6.2,1.7,4.2,43.6,62.2,36250,51564,75.7,972.6,9,21.3,30.4,26.5,18.2,21.4,7.5,93,152346,63074,15615,27.7,139010,27239,23329
"200","Kings","CA",143420,29.6,63,6.4,0.9,84.3,8.5,2,3.5,46.6,37,7092,9980,76.6,865.6,4.6,19.5,23.1,25.4,18.2,12.6,5.6,103,27328,9422,2008,30,26729,5121,6664
"201","Lake","CA",65147,23.7,60.2,13.8,2.4,90.9,2.2,3.1,1.3,14.5,62.9,3484,4448,75,959.7,6.2,17.3167541380702,26.5083862194016,24.1451888489209,14.8,19.2,7.8,52,11580,10272,2566,30.7,10150,1984,4571
"202","Lassen","CA",34751,20.7,70.4,7.7,1.2,84.3,9.5,3.1,1.4,14.9,51.8,1930,2571,77.1,824.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.9,23.1128804587561,6.10639445300462,8,4118,3171,801,63.3,4828,993,1841
"203","Los Angeles","CA",9935475,28.9,61,8.7,1.4,74.1,9.7,1.1,13.4,46.4,93.9,495905,665392,78.1,747.3,6.7,19.5,27.3,21.3,17.7,16.7,6.6,2447,2167891,911590,118190,51.1,1872316,256472,370924
"204","Madera","CA",142788,29.5,59.9,9.4,1.3,88.6,4.4,3.1,2.2,47.9,53.2,7076,9746,77.4,826.6,10.4,17.3167541380702,25.8,24.1451888489209,18.9,15.5,8.5,67,29874,16057,3034,25.2,30140,4795,4112
"205","Marin","CA",246960,21.2,64.3,12.3,2.3,88.7,3.1,0.6,5.5,12.4,167.2,13576,15907,80.8,636.5,2.8,7.1,8.3,9.9,7.3,12,4.5,475,23521,32943,3009,100.4,15885,5049,5868
"206","Mariposa","CA",18069,20,62.6,15.2,2.2,92.3,1.1,3.1,1.1,9.6,38.7,1011,1284,77.8,820.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,11.3,23.1128804587561,6.10639445300462,12,2760,2793,476,27.7,1904,546,902
"207","Mendocino","CA",88161,25,61.4,11.7,2,90.3,0.8,4.8,1.7,19.2,105.5,4642,6000,76.6,859.5,10.7,14.6,11.5,24.1451888489209,14.6,23.1128804587561,5.5,25,16199,11718,2743,56.7,11333,2542,4636
"208","Merced","CA",241706,34.2,57,7.7,1.1,85.4,4.1,1.6,6.8,50.8,51.3,11240,16421,76.6,881.2,7.5,25.1,34.6,28.7,18.2,19.8,7.8,125,52448,17668,3350,28.1,49138,9839,7595
"209","Modoc","CA",9524,22.6,59.1,16.2,2.2,92.9,0.8,4,0.7,11.9,52.5,517,659,77.1,936.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,16.5,23.1128804587561,6.10639445300462,2,1853,1520,306,31.5,1508,319,671
"210","Mono","CA",12509,23,68.9,7.6,0.5,94.6,0.6,2.5,1.4,22.6,71.9,674,854,78.3,679.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,8.7,23.1128804587561,6.10639445300462,4,2270,808,95,40,1049,422,608
"211","Monterey","CA",412104,30.1,60,8.5,1.4,85.5,3.8,1.3,7.1,50.1,73.5,20267,27891,79.4,713.5,4.7,22,30.4,24.4,13.7,17,6.3,124,80153,38413,5337,52.2,78926,15353,12029
"212","Napa","CA",132764,24.7,60.8,12.1,2.4,89.3,2,1,5.6,27.3,106.2,7004,8942,78.6,787,6.1,14.3,19.1,19.7,7.9,12.2,7.4,176,17325,18945,3091,61.8,17566,3046,3171
"213","Nevada","CA",98394,20.9,62.2,14.6,2.4,95.6,0.4,0.9,1.1,6.7,97.6,5447,6799,79.2,757,8.3,18.8,17.4,12.9,8.3,8.5,5.2,103,12295,14956,2035,63,6804,2281,5550
"214","Orange","CA",2988072,28.1,61.4,9.1,1.4,78.9,1.9,0.9,16.2,32.1,105,150645,197331,79.7,687.3,4.2,13.4,18.5,17.7,10.6,14.4,5.3,3785,509324,281334,27747,60.2,392129,60432,89065
"215","Placer","CA",317028,24.1,61.9,12.1,1.9,90.2,1.3,0.9,4.9,10.5,104.7,16837,21528,79.5,719.9,5.7,5.7,11.3,17.3,5.9,15,5.6,226,31044,35693,4251,59.3,20463,6440,7655
"216","Plumas","CA",21477,20.5,61.1,16.3,2.2,94.1,0.8,2.4,0.7,5.9,97.8,1195,1481,77.8,847.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.1,23.1128804587561,6.10639445300462,8,3107,3482,656,55.9,1855,847,2598
"217","Riverside","CA",1946419,29.8,58.8,9.8,1.7,84.5,6.5,1.4,5.2,40.5,45.7,96145,132670,77.3,805.7,6.8,17.2,28,23.4,12.3,16.3,6.7,270,320908,192964,26996,27,297794,42936,83445
"218","Sacramento","CA",1363482,28.5,60.6,9.4,1.5,70,10.5,1.1,14,18.2,90.9,68447,91279,77.2,821.6,6.4,13.9,18.4,20.8,13.7,17.2,6.7,1412,198250,133617,27079,53,144113,32403,37606
"219","San Benito","CA",55936,31.9,60,7.1,1.1,91.7,1.4,1.6,3.6,50.1,39.3,2683,3726,78.9,724.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,9.2,6,5.7,40,10002,4224,620,25,8339,1989,2318
"220","San Bernardino","CA",1963535,32.2,59.7,7.1,1,80.6,9.5,1.4,6,44.2,60.2,93938,134224,76,916.2,7.8,19.4,28.6,25.7,16,17.8,6.9,98,351853,148115,31133,35.2,295593,43325,57473
"221","San Diego","CA",2933462,27.5,61.4,9.4,1.6,79.8,5.6,1,10.8,29,91.5,149211,200974,78.6,746.8,5.6,14.1,22.5,20.3,11.6,14.6,5.8,698,488866,310855,39312,58,321491,64744,94832
"222","San Francisco","CA",739426,15.7,69.6,12.4,2.4,56.6,7.3,0.5,33.3,13.5,243.3,43296,48861,77.9,723.6,3.7,11.5,21.8,10.5,12,17.8,5.8,15837,102303,103470,14367,126.4,108473,21518,26509
"223","San Joaquin","CA",664116,31.1,59.3,8.3,1.4,73,7.9,1.3,14.3,34.1,66.6,32249,45098,76.4,874.1,6.4,17.4,27.6,25,14.7,16.9,6.5,475,109891,59105,12202,39.8,114335,21851,15449
"224","San Luis Obispo","CA",255478,22.6,63.1,12.1,2.2,91.3,2.1,1.1,3.3,17.5,92,13891,18985,79.4,708.5,5.5,10.7,14.2,19.1,11.1,12.6,5.7,77,36997,34939,5171,51.7,24056,5394,6293
"225","San Mateo","CA",699610,24.5,62.5,11,2,68.5,3.4,0.5,24.8,22.3,119.4,36884,44971,80.3,641.6,4.2,13.1,18.8,14.4,6.8,16.8,5.5,1558,84134,84402,7789,78.3,71026,15693,19311
"226","Santa Barbara","CA",400762,27.1,60,10.8,2.1,89.1,2.3,1.6,4.8,36.8,96.8,20550,28582,79.8,686.2,5.7,17.8,20.4,17.4,13.1,12.9,6.3,146,71837,49254,6992,68.6,51492,9282,9515
